frequency	e'	e''
5e+008	82.3711	2.02119
1.5e+009	80.25	11.6651
2.5e+009	77.069	19.6594
3.5e+009	71.8414	27.1585
4.5e+009	65.9254	31.2462
5.5e+009	60.3278	35.0004
6.5e+009	54.4458	37.1624
7.5e+009	49.1356	38.3696
8.5e+009	44.1598	38.7881
9.5e+009	39.7122	38.5471
1.05e+010	35.8338	37.8993
1.15e+010	32.4245	36.959
1.25e+010	29.4239	35.8762
1.35e+010	26.8896	34.7312
1.45e+010	24.6191	33.496
1.55e+010	22.611	32.2385
1.65e+010	20.9838	31.0384
1.75e+010	19.5235	29.7982
1.85e+010	18.3172	28.6006
1.95e+010	17.3588	27.6389
2.05e+010	16.494	26.6714
2.15e+010	15.662	25.7709
2.25e+010	14.9705	24.9838
2.35e+010	14.4014	24.1446
2.45e+010	13.9023	23.3394
2.55e+010	13.4725	22.7413
2.65e+010	13.1122	22.0627
