frequency	e'	e''
5e+008	90.3776	6.2353
1e+009	87.69	9.59117
1.5e+009	86.6665	13.5433
2e+009	85.1829	17.392
2.5e+009	83.3508	21.1259
3e+009	81.0107	24.457
3.5e+009	78.4764	27.4852
4e+009	76.0418	30.3222
4.5e+009	73.2229	32.7967
5e+009	70.2701	34.7913
5.5e+009	67.5109	36.6216
6e+009	64.4707	38.0724
6.5e+009	61.5768	39.0787
7e+009	58.9112	40.0896
7.5e+009	56.0919	40.7198
8e+009	53.5428	41.0603
8.5e+009	51.2302	41.4786
9e+009	48.7116	41.5213
9.5e+009	46.5003	41.4246
1e+010	44.4829	41.5222
1.05e+010	42.2761	41.1656
1.1e+010	40.4907	40.6968
1.15e+010	38.7658	40.5602
1.2e+010	36.9222	40.0748
1.25e+010	35.4642	39.3811
1.3e+010	34.0119	39.1674
1.35e+010	32.4753	38.5678
1.4e+010	31.4287	37.9166
1.45e+010	30.1773	37.6123
1.5e+010	28.7228	36.9576
1.55e+010	28.0275	36.2077
1.6e+010	27.0288	36.0357
1.65e+010	25.6946	35.3004
1.7e+010	25.209	34.6174
1.75e+010	24.4024	34.5268
1.8e+010	23.2432	33.6723
1.85e+010	22.9436	33.0676
1.9e+010	22.2043	33.0547
1.95e+010	21.1829	32.0183
2e+010	21.0312	31.5117
2.05e+010	20.2067	31.677
2.1e+010	19.5533	30.5994
2.15e+010	19.5787	30.2591
2.2e+010	18.4841	30.4314
2.25e+010	18.1044	29.2373
2.3e+010	18.353	29.096
2.35e+010	17.0935	29.2458
2.4e+010	16.9165	28.0092
2.45e+010	17.369	28.1409
2.5e+010	16.0755	28.0474
2.55e+010	16.0329	26.9199
2.6e+010	16.5212	27.2253
2.65e+010	15.1755	26.8286
