frequency	e'	e''
5e+008	90.3906	6.17923
1e+009	87.6643	9.54888
1.5e+009	86.6608	13.5074
2e+009	85.1975	17.3543
2.5e+009	83.3714	21.0772
3e+009	81.0299	24.4073
3.5e+009	78.5083	27.4331
4e+009	76.0843	30.2745
4.5e+009	73.2764	32.7484
5e+009	70.3298	34.7443
5.5e+009	67.5808	36.5785
6e+009	64.5407	38.0367
6.5e+009	61.655	39.0471
7e+009	58.9943	40.0623
7.5e+009	56.1788	40.6994
8e+009	53.6302	41.0495
8.5e+009	51.3196	41.4726
9e+009	48.8011	41.5221
9.5e+009	46.5875	41.4288
1e+010	44.5687	41.5324
1.05e+010	42.3638	41.1803
1.1e+010	40.5747	40.7162
1.15e+010	38.8444	40.5819
1.2e+010	37.0056	40.1035
1.25e+010	35.5404	39.4134
1.3e+010	34.0882	39.1976
1.35e+010	32.5487	38.603
1.4e+010	31.4982	37.9557
1.45e+010	30.2468	37.6533
1.5e+010	28.7904	37.0018
1.55e+010	28.0892	36.2535
1.6e+010	27.0876	36.0807
1.65e+010	25.7536	35.3494
1.7e+010	25.2648	34.6666
1.75e+010	24.4552	34.5778
1.8e+010	23.2906	33.7267
1.85e+010	22.9895	33.1215
1.9e+010	22.2526	33.1081
1.95e+010	21.2281	32.0732
2e+010	21.07	31.5675
2.05e+010	20.2473	31.7334
2.1e+010	19.5925	30.6563
2.15e+010	19.6148	30.315
2.2e+010	18.5202	30.4872
2.25e+010	18.1376	29.2968
2.3e+010	18.3849	29.1515
2.35e+010	17.1271	29.3005
2.4e+010	16.9461	28.0689
2.45e+010	17.3926	28.196
2.5e+010	16.1038	28.103
2.55e+010	16.0585	26.9803
2.6e+010	16.5445	27.2829
2.65e+010	15.2023	26.8869
