frequency	e'	e''
5e+008	91.5177	6.56307
1e+009	88.4898	10.4225
1.5e+009	87.5146	14.8329
2e+009	85.7953	19.0335
2.5e+009	83.4867	23.0435
3e+009	80.7445	26.5749
3.5e+009	77.8484	29.7195
4e+009	74.9929	32.5752
4.5e+009	71.768	35.0142
5e+009	68.4779	36.9135
5.5e+009	65.4218	38.5871
6e+009	62.0962	39.8349
6.5e+009	58.9725	40.6168
7e+009	56.1298	41.401
7.5e+009	53.1895	41.7979
8e+009	50.5525	41.8911
8.5e+009	48.1621	42.0732
9e+009	45.6172	41.896
9.5e+009	43.418	41.5901
1e+010	41.4079	41.4734
1.05e+010	39.2366	40.9354
1.1e+010	37.5078	40.3104
1.15e+010	35.8336	40.0063
1.2e+010	34.0654	39.3771
1.25e+010	32.6922	38.581
1.3e+010	31.3144	38.2436
1.35e+010	29.8622	37.536
1.4e+010	28.8964	36.8218
1.45e+010	27.7312	36.4302
1.5e+010	26.3743	35.6993
1.55e+010	25.7453	34.9215
1.6e+010	24.8284	34.6929
1.65e+010	23.6063	33.9113
1.7e+010	23.1784	33.2066
1.75e+010	22.4335	33.0757
1.8e+010	21.379	32.2148
1.85e+010	21.1358	31.6096
1.9e+010	20.4518	31.5559
1.95e+010	19.537	30.5539
2e+010	19.4388	30.0515
2.05e+010	18.6857	30.1642
2.1e+010	18.0869	29.1331
2.15e+010	18.1566	28.8058
2.2e+010	17.1613	28.9266
2.25e+010	16.8107	27.7847
2.3e+010	17.0859	27.6659
2.35e+010	15.9478	27.7876
2.4e+010	15.7895	26.5908
2.45e+010	16.2424	26.7207
2.5e+010	15.063	26.6218
2.55e+010	15.027	25.544
2.6e+010	15.5255	25.8417
2.65e+010	14.2859	25.4743
