frequency	e'	e''
5e+008	91.2214	6.42508
1e+009	88.2625	10.1554
1.5e+009	87.2627	14.4295
2e+009	85.6596	18.5511
2.5e+009	83.4869	22.4752
3e+009	80.8421	25.9512
3.5e+009	78.0638	29.0755
4e+009	75.3387	31.9339
4.5e+009	72.2204	34.3807
5e+009	69.0285	36.3179
5.5e+009	66.0637	38.0425
6e+009	62.8167	39.3562
6.5e+009	59.7485	40.2068
7e+009	56.9558	41.0609
7.5e+009	54.0484	41.5258
8e+009	51.4247	41.6933
8.5e+009	49.0575	41.9427
9e+009	46.5161	41.8311
9.5e+009	44.306	41.5837
1e+010	42.2939	41.5287
1.05e+010	40.1092	41.0411
1.1e+010	38.3527	40.4596
1.15e+010	36.6648	40.2033
1.2e+010	34.8754	39.614
1.25e+010	33.4706	38.8432
1.3e+010	32.0757	38.5407
1.35e+010	30.5939	37.861
1.4e+010	29.6027	37.1627
1.45e+010	28.416	36.7956
1.5e+010	27.029	36.0831
1.55e+010	26.3772	35.3095
1.6e+010	25.4399	35.1027
1.65e+010	24.1879	34.3298
1.7e+010	23.7395	33.626
1.75e+010	22.9733	33.5084
1.8e+010	21.893	32.6523
1.85e+010	21.6333	32.0398
1.9e+010	20.9315	32
1.95e+010	19.9852	30.9937
2e+010	19.8785	30.4841
2.05e+010	19.1034	30.6081
2.1e+010	18.4844	29.5662
2.15e+010	18.5486	29.2363
2.2e+010	17.5289	29.3706
2.25e+010	17.1576	28.2092
2.3e+010	17.4304	28.0879
2.35e+010	16.2665	28.2213
2.4e+010	16.0959	27.0015
2.45e+010	16.5494	27.1327
2.5e+010	15.3321	27.042
2.55e+010	15.2942	25.9429
2.6e+010	15.7926	26.2441
2.65e+010	14.5222	25.8784
