frequency	e'	e''
5e+008	91.6166	6.59288
1e+009	88.5566	10.5027
1.5e+009	87.5742	14.9566
2e+009	85.8231	19.1929
2.5e+009	83.476	23.2193
3e+009	80.6986	26.7724
3.5e+009	77.7629	29.9214
4e+009	74.8661	32.7745
4.5e+009	71.6073	35.2118
5e+009	68.2867	37.0939
5.5e+009	65.2009	38.7505
6e+009	61.853	39.9769
6.5e+009	58.7108	40.7379
7e+009	55.8558	41.5026
7.5e+009	52.9052	41.8718
8e+009	50.2613	41.9384
8.5e+009	47.8677	42.0989
9e+009	45.3257	41.9032
9.5e+009	43.1298	41.5739
1e+010	41.1205	41.4421
1.05e+010	38.9593	40.8878
1.1e+010	37.2361	40.2494
1.15e+010	35.5695	39.9298
1.2e+010	33.8071	39.2895
1.25e+010	32.4432	38.4834
1.3e+010	31.0756	38.1369
1.35e+010	29.6323	37.4216
1.4e+010	28.6742	36.7008
1.45e+010	27.5153	36.3017
1.5e+010	26.1694	35.5666
1.55e+010	25.5477	34.7849
1.6e+010	24.6381	34.5524
1.65e+010	23.4276	33.7674
1.7e+010	23.005	33.0624
1.75e+010	22.2635	32.9261
1.8e+010	21.2223	32.0664
1.85e+010	20.984	31.4625
1.9e+010	20.3048	31.4047
1.95e+010	19.3972	30.4057
2e+010	19.3057	29.9063
2.05e+010	18.5574	30.0116
2.1e+010	17.9675	28.9863
2.15e+010	18.0385	28.6612
2.2e+010	17.051	28.777
2.25e+010	16.7068	27.6406
2.3e+010	16.9818	27.5231
2.35e+010	15.8523	27.6429
2.4e+010	15.6983	26.4505
2.45e+010	16.1509	26.5798
2.5e+010	14.9772	26.4788
2.55e+010	14.9459	25.4084
2.6e+010	15.4429	25.7061
2.65e+010	14.2139	25.3385
