frequency	e'	e''
5e+008	88.4184	5.78176
1e+009	86.2073	8.47208
1.5e+009	85.5284	11.8233
2e+009	84.2998	15.1407
2.5e+009	82.8009	18.441
3e+009	80.9754	21.4332
3.5e+009	79.0246	24.2484
4e+009	77.1555	26.9602
4.5e+009	74.8728	29.3792
5e+009	72.4112	31.4154
5.5e+009	70.14	33.3781
6e+009	67.5518	35.0409
6.5e+009	65.0215	36.2834
7e+009	62.7048	37.5667
7.5e+009	60.1623	38.5047
8e+009	57.8098	39.1479
8.5e+009	55.6747	39.8895
9e+009	53.2693	40.2709
9.5e+009	51.1307	40.4735
1e+010	49.1969	40.8938
1.05e+010	46.9832	40.8421
1.1e+010	45.1726	40.6151
1.15e+010	43.4384	40.7664
1.2e+010	41.5212	40.5309
1.25e+010	39.975	40.0132
1.3e+010	38.466	40.037
1.35e+010	36.8026	39.6321
1.4e+010	35.6712	39.1032
1.45e+010	34.3309	38.9951
1.5e+010	32.7183	38.484
1.55e+010	31.9365	37.7838
1.6e+010	30.8446	37.7812
1.65e+010	29.3271	37.1478
1.7e+010	28.7692	36.4758
1.75e+010	27.8696	36.5367
1.8e+010	26.517	35.7241
1.85e+010	26.1698	35.0965
1.9e+010	25.3285	35.2285
1.95e+010	24.1093	34.1762
2e+010	23.9324	33.6475
2.05e+010	22.9857	33.9633
2.1e+010	22.1865	32.806
2.15e+010	22.2095	32.4577
2.2e+010	20.9452	32.7791
2.25e+010	20.4492	31.4518
2.3e+010	20.729	31.3067
2.35e+010	19.2552	31.6017
2.4e+010	19.0069	30.1994
2.45e+010	19.5096	30.3622
2.5e+010	17.9806	30.3882
2.55e+010	17.9025	29.0816
2.6e+010	18.4463	29.4572
2.65e+010	16.8438	29.1125
