frequency	e'	e''
5e+008	91.7572	6.63251
1e+009	88.6814	10.615
1.5e+009	87.6655	15.1412
2e+009	85.8538	19.43
2.5e+009	83.4491	23.4954
3e+009	80.6191	27.0767
3.5e+009	77.6113	30.2304
4e+009	74.6536	33.0838
4.5e+009	71.338	35.4956
5e+009	67.971	37.3505
5.5e+009	64.8452	38.9798
6e+009	61.4675	40.176
6.5e+009	58.3024	40.8988
7e+009	55.4221	41.6242
7.5e+009	52.4609	41.9547
8e+009	49.8091	41.9875
8.5e+009	47.4118	42.1131
9e+009	44.8739	41.8838
9.5e+009	42.6852	41.5252
1e+010	40.6798	41.3641
1.05e+010	38.5294	40.7829
1.1e+010	36.8194	40.1244
1.15e+010	35.1632	39.7869
1.2e+010	33.4195	39.1263
1.25e+010	32.0693	38.3059
1.3e+010	30.7118	37.9452
1.35e+010	29.2853	37.2176
1.4e+010	28.3428	36.4888
1.45e+010	27.197	36.0807
1.5e+010	25.8684	35.3349
1.55e+010	25.2569	34.5522
1.6e+010	24.3583	34.3085
1.65e+010	23.1649	33.5207
1.7e+010	22.7502	32.8166
1.75e+010	22.0203	32.6726
1.8e+010	20.9945	31.8115
1.85e+010	20.7614	31.2092
1.9e+010	20.0923	31.1432
1.95e+010	19.2026	30.1473
2e+010	19.1113	29.6494
2.05e+010	18.3757	29.7488
2.1e+010	17.7961	28.7304
2.15e+010	17.8707	28.4047
2.2e+010	16.8982	28.5153
2.25e+010	16.5601	27.3866
2.3e+010	16.8343	27.2692
2.35e+010	15.7228	27.3851
2.4e+010	15.5725	26.2029
2.45e+010	16.0236	26.3296
2.5e+010	14.8649	26.2308
2.55e+010	14.8355	25.1667
2.6e+010	15.3321	25.4609
2.65e+010	14.1186	25.097
