frequency	e'	e''
5e+008	59.6286	3.91507
1e+009	57.2079	5.95634
1.5e+009	57.01	8.47436
2e+009	56.0698	10.8841
2.5e+009	54.7731	13.2067
3e+009	53.2664	15.2923
3.5e+009	51.6277	17.2209
4e+009	50.0182	19.0068
4.5e+009	48.0686	20.476
5e+009	46.1107	21.6458
5.5e+009	44.3408	22.7086
6e+009	42.3325	23.4543
6.5e+009	40.4836	23.9361
7e+009	38.8277	24.4422
7.5e+009	37.077	24.6733
8e+009	35.5473	24.778
8.5e+009	34.1673	24.9428
9e+009	32.6489	24.8584
9.5e+009	31.3669	24.7475
1e+010	30.1921	24.7384
1.05e+010	28.8842	24.4437
1.1e+010	27.8483	24.1404
1.15e+010	26.8463	24.0069
1.2e+010	25.7748	23.6601
1.25e+010	24.9563	23.266
1.3e+010	24.1246	23.1032
1.35e+010	23.2364	22.7087
1.4e+010	22.6531	22.3523
1.45e+010	21.953	22.1586
1.5e+010	21.0973	21.7479
1.55e+010	20.7201	21.3451
1.6e+010	20.1777	21.2582
1.65e+010	19.3995	20.8143
1.7e+010	19.1285	20.4519
1.75e+010	18.7095	20.4125
1.8e+010	18.031	19.9185
1.85e+010	17.8631	19.6292
1.9e+010	17.4803	19.6278
1.95e+010	16.8704	19.0517
2e+010	16.7959	18.7958
2.05e+010	16.3747	18.9239
2.1e+010	15.9464	18.3171
2.15e+010	16.0066	18.165
2.2e+010	15.4207	18.3095
2.25e+010	15.1308	17.6146
2.3e+010	15.3335	17.5835
2.35e+010	14.6578	17.74
2.4e+010	14.457	16.9996
2.45e+010	14.8107	17.1289
2.5e+010	14.0737	17.1254
2.55e+010	13.954	16.4465
2.6e+010	14.3808	16.6752
2.65e+010	13.5515	16.5106
