frequency	e'	e''
5e+008	91.0025	6.27789
1e+009	88.0962	9.95893
1.5e+009	87.3105	14.1767
2e+009	85.6868	18.2267
2.5e+009	83.5596	22.093
3e+009	81.068	25.5343
3.5e+009	78.3741	28.6393
4e+009	75.7277	31.5133
4.5e+009	72.7023	34.0002
5e+009	69.571	35.972
5.5e+009	66.6596	37.7484
6e+009	63.4617	39.1047
6.5e+009	60.4231	40.0004
7e+009	57.6603	40.9195
7.5e+009	54.7823	41.4398
8e+009	52.1623	41.6507
8.5e+009	49.7924	41.9574
9e+009	47.2507	41.8947
9.5e+009	45.0308	41.6889
1e+010	43.0024	41.6808
1.05e+010	40.8058	41.2327
1.1e+010	39.0307	40.6804
1.15e+010	37.3257	40.4582
1.2e+010	35.5118	39.8978
1.25e+010	34.0821	39.1448
1.3e+010	32.6642	38.8732
1.35e+010	31.155	38.2124
1.4e+010	30.1428	37.5251
1.45e+010	28.9304	37.1785
1.5e+010	27.5132	36.4829
1.55e+010	26.8417	35.7171
1.6e+010	25.8876	35.5221
1.65e+010	24.604	34.7636
1.7e+010	24.1377	34.0642
1.75e+010	23.3587	33.957
1.8e+010	22.2503	33.1129
1.85e+010	21.9731	32.4994
1.9e+010	21.261	32.4753
1.95e+010	20.2899	31.4684
2e+010	20.1676	30.9545
2.05e+010	19.3812	31.0998
2.1e+010	18.7466	30.0557
2.15e+010	18.8021	29.7198
2.2e+010	17.7656	29.8742
2.25e+010	17.3782	28.7099
2.3e+010	17.6606	28.581
2.35e+010	16.47	28.7387
2.4e+010	16.2842	27.5034
2.45e+010	16.7562	27.635
2.5e+010	15.5198	27.5616
2.55e+010	15.4655	26.4438
2.6e+010	15.9866	26.7485
2.65e+010	14.6885	26.3932
