frequency	e'	e''
5e+008	85.3713	5.28029
1e+009	83.522	7.08306
1.5e+009	83.2901	9.67329
2e+009	82.5308	12.3028
2.5e+009	81.555	14.9871
3e+009	80.3073	17.4663
3.5e+009	78.9682	19.8558
4e+009	77.7363	22.2542
4.5e+009	76.1114	24.4511
5e+009	74.2944	26.3709
5.5e+009	72.6857	28.3108
6e+009	70.7365	30.0564
6.5e+009	68.7646	31.4431
7e+009	66.9978	32.9368
7.5e+009	64.9374	34.1446
8e+009	62.9928	35.0896
8.5e+009	61.2548	36.1766
9e+009	59.1652	36.9406
9.5e+009	57.2812	37.5087
1e+010	55.6092	38.3341
1.05e+010	53.552	38.6966
1.1e+010	51.8466	38.8268
1.15e+010	50.2508	39.3921
1.2e+010	48.3777	39.5525
1.25e+010	46.8141	39.3408
1.3e+010	45.3531	39.7509
1.35e+010	43.6329	39.6882
1.4e+010	42.4419	39.3895
1.45e+010	41.0616	39.6263
1.5e+010	39.309	39.4238
1.55e+010	38.4368	38.8572
1.6e+010	37.2974	39.1782
1.65e+010	35.5687	38.7983
1.7e+010	34.9238	38.1969
1.75e+010	33.9362	38.55
1.8e+010	32.3277	37.9153
1.85e+010	31.9088	37.2916
1.9e+010	30.9633	37.7159
1.95e+010	29.4542	36.7401
2e+010	29.244	36.2112
2.05e+010	28.1499	36.836
2.1e+010	27.1069	35.6207
2.15e+010	27.1369	35.2846
2.2e+010	25.6459	35.9288
2.25e+010	24.9488	34.4583
2.3e+010	25.2675	34.3151
2.35e+010	23.4944	34.9267
2.4e+010	23.1137	33.3053
2.45e+010	23.7222	33.5173
2.5e+010	21.8177	33.8165
2.55e+010	21.6677	32.246
2.6e+010	22.3077	32.7225
2.65e+010	20.3036	32.5343
