frequency	e'	e''
5e+008	86.5889	5.4378
1e+009	84.6355	7.60488
1.5e+009	84.2609	10.4852
2e+009	83.3351	13.387
2.5e+009	82.1627	16.317
3e+009	80.6894	19.0018
3.5e+009	79.1091	21.5698
4e+009	77.6291	24.1024
4.5e+009	75.7474	26.4106
5e+009	73.6849	28.4025
5.5e+009	71.8236	30.3815
6e+009	69.6296	32.1235
6.5e+009	67.4346	33.4803
7e+009	65.4438	34.9179
7.5e+009	63.1837	36.0459
8e+009	61.066	36.891
8.5e+009	59.1529	37.8563
9e+009	56.9161	38.489
9.5e+009	54.9129	38.9197
1e+010	53.1128	39.5948
1.05e+010	50.9681	39.7988
1.1e+010	49.1973	39.7914
1.15e+010	47.5243	40.1934
1.2e+010	45.6082	40.1954
1.25e+010	44.0373	39.8545
1.3e+010	42.5428	40.1092
1.35e+010	40.8211	39.9
1.4e+010	39.6376	39.5015
1.45e+010	38.259	39.5959
1.5e+010	36.5433	39.2581
1.55e+010	35.6991	38.6228
1.6e+010	34.5726	38.8109
1.65e+010	32.9121	38.3113
1.7e+010	32.2983	37.6689
1.75e+010	31.3379	37.8971
1.8e+010	29.8243	37.1765
1.85e+010	29.4348	36.5398
1.9e+010	28.5225	36.8421
1.95e+010	27.1268	35.819
2e+010	26.9375	35.2829
2.05e+010	25.8939	35.77
2.1e+010	24.9454	34.5638
2.15e+010	24.9783	34.215
2.2e+010	23.5736	34.7147
2.25e+010	22.9556	33.2901
2.3e+010	23.2638	33.1486
2.35e+010	21.6141	33.611
2.4e+010	21.2823	32.071
2.45e+010	21.8537	32.2615
2.5e+010	20.09	32.4404
2.55e+010	19.9735	30.9674
2.6e+010	20.5769	31.4034
2.65e+010	18.7381	31.1459
