frequency	e'	e''
5e+008	89.0921	5.94632
1e+009	86.7632	8.83606
1.5e+009	85.9583	12.385
2e+009	84.6057	15.8761
2.5e+009	82.9852	19.3193
3e+009	81.0082	22.4339
3.5e+009	78.8951	25.3279
4e+009	76.8531	28.0868
4.5e+009	74.3857	30.537
5e+009	71.751	32.567
5.5e+009	69.3167	34.5002
6e+009	66.5748	36.1125
6.5e+009	63.922	37.2841
7e+009	61.4854	38.4859
7.5e+009	58.8405	39.3239
8e+009	56.4075	39.871
8.5e+009	54.2028	40.5141
9e+009	51.7469	40.7879
9.5e+009	49.5798	40.8919
1e+010	47.6098	41.2078
1.05e+010	45.3849	41.0452
1.1e+010	43.5718	40.7297
1.15e+010	41.8307	40.7898
1.2e+010	39.9296	40.466
1.25e+010	38.4105	39.8796
1.3e+010	36.9168	39.826
1.35e+010	35.2868	39.3488
1.4e+010	34.1837	38.7694
1.45e+010	32.8642	38.5924
1.5e+010	31.2986	38.0271
1.55e+010	30.5513	37.3007
1.6e+010	29.4901	37.2412
1.65e+010	28.0252	36.5638
1.7e+010	27.4985	35.879
1.75e+010	26.6272	35.8935
1.8e+010	25.3313	35.0539
1.85e+010	25.0096	34.428
1.9e+010	24.2003	34.5151
1.95e+010	23.0448	33.452
2e+010	22.8833	32.9271
2.05e+010	21.9712	33.197
2.1e+010	21.2209	32.0551
2.15e+010	21.2536	31.7064
2.2e+010	20.0354	31.9826
2.25e+010	19.5824	30.6841
2.3e+010	19.8629	30.5425
2.35e+010	18.4491	30.7867
2.4e+010	18.2267	29.4314
2.45e+010	18.7254	29.5916
2.5e+010	17.2649	29.5797
2.55e+010	17.2021	28.3148
2.6e+010	17.7396	28.6759
2.65e+010	16.211	28.3122
