frequency	e'	e''
5e+008	91.1742	6.42372
1e+009	88.2271	10.1373
1.5e+009	87.2071	14.4027
2e+009	85.6099	18.4954
2.5e+009	83.4657	22.4099
3e+009	80.8259	25.8724
3.5e+009	78.0577	28.9943
4e+009	75.3541	31.8487
4.5e+009	72.2509	34.2971
5e+009	69.0648	36.2317
5.5e+009	66.1135	37.9708
6e+009	62.8837	39.2878
6.5e+009	59.8186	40.1436
7e+009	57.0297	41.0042
7.5e+009	54.1304	41.4822
8e+009	51.5109	41.6544
8.5e+009	49.1445	41.9116
9e+009	46.6046	41.8089
9.5e+009	44.3962	41.5649
1e+010	42.3822	41.5194
1.05e+010	40.1943	41.037
1.1e+010	38.4427	40.4595
1.15e+010	36.7538	40.2106
1.2e+010	34.9569	39.626
1.25e+010	33.5552	38.8571
1.3e+010	32.1608	38.5615
1.35e+010	30.6705	37.8826
1.4e+010	29.6824	37.1861
1.45e+010	28.4918	36.8249
1.5e+010	27.099	36.1105
1.55e+010	26.4483	35.3351
1.6e+010	25.5097	35.1337
1.65e+010	24.2518	34.36
1.7e+010	23.8038	33.6532
1.75e+010	23.0364	33.5401
1.8e+010	21.9497	32.6813
1.85e+010	21.6915	32.0666
1.9e+010	20.9852	32.034
1.95e+010	20.0355	31.023
2e+010	19.9307	30.5114
2.05e+010	19.1497	30.6396
2.1e+010	18.5288	29.5916
2.15e+010	18.5964	29.2607
2.2e+010	17.5706	29.398
2.25e+010	17.1952	28.2298
2.3e+010	17.4718	28.1092
2.35e+010	16.3023	28.2483
2.4e+010	16.13	27.0178
2.45e+010	16.5864	27.1525
2.5e+010	15.3609	27.0655
2.55e+010	15.3218	25.9586
2.6e+010	15.825	26.2642
2.65e+010	14.5396	25.9006
