frequency	e'	e''
5e+008	90.6485	6.29737
1e+009	87.869	9.77204
1.5e+009	86.8338	13.8244
2e+009	85.3307	17.7639
2.5e+009	83.4054	21.5578
3e+009	80.9551	24.926
3.5e+009	78.3397	27.9877
4e+009	75.8239	30.8384
4.5e+009	72.9182	33.3059
5e+009	69.8808	35.2783
5.5e+009	67.0557	37.0824
6e+009	63.9533	38.4953
6.5e+009	61.0022	39.4519
7e+009	58.2894	40.4118
7.5e+009	55.4393	40.9928
8e+009	52.8681	41.2823
8.5e+009	50.5391	41.6463
9e+009	48.0028	41.6372
9.5e+009	45.7882	41.494
1e+010	43.7715	41.5491
1.05e+010	41.5723	41.1455
1.1e+010	39.7907	40.6387
1.15e+010	38.0756	40.4681
1.2e+010	36.2537	39.9474
1.25e+010	34.8096	39.222
1.3e+010	33.3699	38.977
1.35e+010	31.8491	38.3588
1.4e+010	30.826	37.69
1.45e+010	29.5896	37.3591
1.5e+010	28.1535	36.6869
1.55e+010	27.4794	35.932
1.6e+010	26.4986	35.7433
1.65e+010	25.1856	34.9914
1.7e+010	24.7147	34.3076
1.75e+010	23.9232	34.2052
1.8e+010	22.7857	33.3433
1.85e+010	22.5004	32.7414
1.9e+010	21.7772	32.7165
1.95e+010	20.7812	31.6789
2e+010	20.6355	31.1744
2.05e+010	19.8261	31.3296
2.1e+010	19.1962	30.256
2.15e+010	19.2247	29.921
2.2e+010	18.1485	30.0804
2.25e+010	17.7835	28.8989
2.3e+010	18.0384	28.757
2.35e+010	16.802	28.8947
2.4e+010	16.6327	27.6756
2.45e+010	17.0819	27.8104
2.5e+010	15.8178	27.7052
2.55e+010	15.7787	26.5934
2.6e+010	16.2702	26.898
2.65e+010	14.9456	26.4965
