frequency	e'	e''
5e+008	85.9449	5.31921
1e+009	84.0478	7.30723
1.5e+009	83.7597	10.0376
2e+009	82.9281	12.8024
2.5e+009	81.8561	15.6056
3e+009	80.51	18.1798
3.5e+009	79.0556	20.6587
4e+009	77.706	23.1208
4.5e+009	75.963	25.3705
5e+009	74.0304	27.3305
5.5e+009	72.2998	29.2928
6e+009	70.2343	31.0406
6.5e+009	68.1585	32.419
7e+009	66.2798	33.8879
7.5e+009	64.1304	35.0659
8e+009	62.1009	35.9654
8.5e+009	60.2785	36.9999
9e+009	58.1201	37.7031
9.5e+009	56.1756	38.2133
1e+010	54.4403	38.9656
1.05e+010	52.3427	39.2565
1.1e+010	50.6003	39.3207
1.15e+010	48.9631	39.8068
1.2e+010	47.0668	39.8894
1.25e+010	45.4968	39.6209
1.3e+010	44.0151	39.9507
1.35e+010	42.2929	39.8189
1.4e+010	41.1	39.4786
1.45e+010	39.7179	39.6438
1.5e+010	37.9838	39.3743
1.55e+010	37.1201	38.7764
1.6e+010	35.9852	39.0297
1.65e+010	34.2908	38.5907
1.7e+010	33.6566	37.9714
1.75e+010	32.6794	38.2559
1.8e+010	31.1233	37.5837
1.85e+010	30.7104	36.9547
1.9e+010	29.7788	37.3142
1.95e+010	28.3315	36.3185
2e+010	28.127	35.7855
2.05e+010	27.0568	36.3319
2.1e+010	26.063	35.1295
2.15e+010	26.0876	34.7858
2.2e+010	24.6421	35.3493
2.25e+010	23.9832	33.9095
2.3e+010	24.2894	33.7657
2.35e+010	22.5851	34.2949
2.4e+010	22.2281	32.72
2.45e+010	22.8059	32.9182
2.5e+010	20.9825	33.15
2.55e+010	20.8422	31.6365
2.6e+010	21.4551	32.0894
2.65e+010	19.5375	31.8658
