frequency	e'	e''
5e+008	90.3789	6.20157
1e+009	87.6756	9.5576
1.5e+009	86.6635	13.515
2e+009	85.1904	17.3598
2.5e+009	83.3667	21.0878
3e+009	81.029	24.411
3.5e+009	78.5021	27.4432
4e+009	76.0755	30.2789
4.5e+009	73.2616	32.7533
5e+009	70.3178	34.7513
5.5e+009	67.5676	36.584
6e+009	64.5306	38.0419
6.5e+009	61.6409	39.0489
7e+009	58.9778	40.064
7.5e+009	56.1639	40.7018
8e+009	53.6155	41.0485
8.5e+009	51.306	41.4696
9e+009	48.7864	41.5197
9.5e+009	46.5743	41.4278
1e+010	44.5587	41.5281
1.05e+010	42.3498	41.179
1.1e+010	40.5628	40.7112
1.15e+010	38.8352	40.5782
1.2e+010	36.9919	40.0969
1.25e+010	35.5288	39.4051
1.3e+010	34.0746	39.1894
1.35e+010	32.5365	38.597
1.4e+010	31.4875	37.9482
1.45e+010	30.2345	37.6449
1.5e+010	28.7776	36.993
1.55e+010	28.0818	36.2443
1.6e+010	27.0814	36.0718
1.65e+010	25.7448	35.3409
1.7e+010	25.2575	34.6567
1.75e+010	24.449	34.5678
1.8e+010	23.2838	33.7169
1.85e+010	22.9855	33.1111
1.9e+010	22.2469	33.0995
1.95e+010	21.2208	32.0626
2e+010	21.0684	31.5568
2.05e+010	20.243	31.726
2.1e+010	19.5861	30.6459
2.15e+010	19.6117	30.3052
2.2e+010	18.5165	30.4801
2.25e+010	18.134	29.2842
2.3e+010	18.3831	29.1403
2.35e+010	17.1231	29.2923
2.4e+010	16.9425	28.0567
2.45e+010	17.3929	28.1861
2.5e+010	16.1026	28.0955
2.55e+010	16.057	26.9684
2.6e+010	16.545	27.2726
2.65e+010	15.1946	26.8792
