frequency	e'	e''
5e+008	89.145	5.94654
1e+009	86.8062	8.86839
1.5e+009	85.9949	12.4296
2e+009	84.6316	15.9373
2.5e+009	83.004	19.3992
3e+009	81.0084	22.5221
3.5e+009	78.88	25.4244
4e+009	76.8194	28.1917
4.5e+009	74.3349	30.6361
5e+009	71.6846	32.6685
5.5e+009	69.2362	34.5997
6e+009	66.4871	36.204
6.5e+009	63.8166	37.3703
7e+009	61.373	38.5633
7.5e+009	58.7178	39.3947
8e+009	56.2776	39.9304
8.5e+009	54.0676	40.5635
9e+009	51.6092	40.8271
9.5e+009	49.4385	40.9209
1e+010	47.4689	41.228
1.05e+010	45.2416	41.0585
1.1e+010	43.4296	40.7351
1.15e+010	41.6877	40.788
1.2e+010	39.7876	40.4553
1.25e+010	38.2726	39.8626
1.3e+010	36.7811	39.8005
1.35e+010	35.154	39.3161
1.4e+010	34.0528	38.7345
1.45e+010	32.7372	38.5529
1.5e+010	31.1761	37.9806
1.55e+010	30.4326	37.2524
1.6e+010	29.3715	37.1909
1.65e+010	27.9135	36.5048
1.7e+010	27.3872	35.8226
1.75e+010	26.5184	35.8311
1.8e+010	25.2296	34.9905
1.85e+010	24.9099	34.3643
1.9e+010	24.1023	34.4495
1.95e+010	22.9527	33.385
2e+010	22.7931	32.8606
2.05e+010	21.8855	33.1281
2.1e+010	21.1377	31.986
2.15e+010	21.1721	31.6394
2.2e+010	19.9588	31.9075
2.25e+010	19.5082	30.6122
2.3e+010	19.7892	30.4744
2.35e+010	18.3814	30.7171
2.4e+010	18.1604	29.3594
2.45e+010	18.6586	29.5213
2.5e+010	17.2037	29.5052
2.55e+010	17.1408	28.2464
2.6e+010	17.6739	28.6083
2.65e+010	16.159	28.244
