frequency	e'	e''
5e+008	91.1606	6.43643
1e+009	88.2218	10.152
1.5e+009	87.2211	14.4047
2e+009	85.6238	18.5096
2.5e+009	83.4707	22.4306
3e+009	80.8268	25.8975
3.5e+009	78.0567	29.0197
4e+009	75.3482	31.8701
4.5e+009	72.2379	34.3216
5e+009	69.0515	36.2602
5.5e+009	66.0966	37.9915
6e+009	62.8598	39.3053
6.5e+009	59.7946	40.159
7e+009	57.0044	41.0203
7.5e+009	54.1011	41.4923
8e+009	51.4834	41.6638
8.5e+009	49.1165	41.9189
9e+009	46.5763	41.813
9.5e+009	44.3671	41.5686
1e+010	42.3516	41.5175
1.05e+010	40.1701	41.035
1.1e+010	38.4145	40.457
1.15e+010	36.7238	40.2033
1.2e+010	34.9337	39.6196
1.25e+010	33.5322	38.8512
1.3e+010	32.1327	38.5509
1.35e+010	30.6499	37.8738
1.4e+010	29.6601	37.1755
1.45e+010	28.4686	36.811
1.5e+010	27.0782	36.0993
1.55e+010	26.4258	35.327
1.6e+010	25.4887	35.1201
1.65e+010	24.234	34.3476
1.7e+010	23.7858	33.6452
1.75e+010	23.0188	33.5281
1.8e+010	21.9355	32.6709
1.85e+010	21.6744	32.0589
1.9e+010	20.9711	32.0203
1.95e+010	20.0262	31.0113
2e+010	19.9139	30.5023
2.05e+010	19.1382	30.6262
2.1e+010	18.5209	29.5828
2.15e+010	18.5814	29.2523
2.2e+010	17.561	29.3851
2.25e+010	17.1887	28.2246
2.3e+010	17.4599	28.101
2.35e+010	16.2927	28.2345
2.4e+010	16.1224	27.0146
2.45e+010	16.5748	27.1452
2.5e+010	15.3588	27.0561
2.55e+010	15.3176	25.9583
2.6e+010	15.8137	26.2545
2.65e+010	14.5386	25.8906
