frequency	e'	e''
5e+008	90.3603	6.1901
1e+009	87.6652	9.54237
1.5e+009	86.6571	13.5013
2e+009	85.1904	17.3524
2.5e+009	83.3672	21.0745
3e+009	81.029	24.3974
3.5e+009	78.5061	27.4294
4e+009	76.0851	30.2654
4.5e+009	73.2776	32.7419
5e+009	70.3343	34.7372
5.5e+009	67.5852	36.5701
6e+009	64.5531	38.0283
6.5e+009	61.6624	39.0386
7e+009	59.0025	40.0563
7.5e+009	56.1853	40.694
8e+009	53.641	41.0435
8.5e+009	51.3283	41.4663
9e+009	48.8131	41.5154
9.5e+009	46.6	41.4268
1e+010	44.581	41.5305
1.05e+010	42.3751	41.1818
1.1e+010	40.5872	40.7153
1.15e+010	38.857	40.5844
1.2e+010	37.0163	40.1034
1.25e+010	35.5509	39.414
1.3e+010	34.0953	39.1986
1.35e+010	32.5581	38.6056
1.4e+010	31.5083	37.9579
1.45e+010	30.2534	37.655
1.5e+010	28.7976	37.0034
1.55e+010	28.0991	36.2559
1.6e+010	27.0972	36.0811
1.65e+010	25.7609	35.3517
1.7e+010	25.2728	34.6708
1.75e+010	24.4641	34.5808
1.8e+010	23.299	33.7292
1.85e+010	22.9981	33.1249
1.9e+010	22.2598	33.1103
1.95e+010	21.2345	32.0755
2e+010	21.0774	31.5694
2.05e+010	20.253	31.7371
2.1e+010	19.5998	30.6604
2.15e+010	19.6213	30.3186
2.2e+010	18.5244	30.4916
2.25e+010	18.1441	29.2985
2.3e+010	18.3914	29.1549
2.35e+010	17.1324	29.3023
2.4e+010	16.9515	28.072
2.45e+010	17.3974	28.2029
2.5e+010	16.1085	28.1067
2.55e+010	16.0658	26.983
2.6e+010	16.5531	27.2866
2.65e+010	15.2038	26.8856
