frequency	e'	e''
5e+008	85.6629	5.30072
1e+009	83.7806	7.20083
1.5e+009	83.5269	9.85012
2e+009	82.7324	12.5502
2.5e+009	81.7046	15.2935
3e+009	80.4107	17.8154
3.5e+009	79.0137	20.2494
4e+009	77.7281	22.6774
4.5e+009	76.0445	24.9025
5e+009	74.1696	26.8423
5.5e+009	72.5012	28.7941
6e+009	70.4953	30.5391
6.5e+009	68.4724	31.923
7e+009	66.6478	33.4041
7.5e+009	64.5435	34.5963
8e+009	62.5585	35.5204
8.5e+009	60.7798	36.5817
9e+009	58.6535	37.3192
9.5e+009	56.7441	37.858
1e+010	55.0407	38.6498
1.05e+010	52.9608	38.9777
1.1e+010	51.2394	39.0741
1.15e+010	49.621	39.5992
1.2e+010	47.7339	39.7223
1.25e+010	46.1701	39.4851
1.3e+010	44.6973	39.8537
1.35e+010	42.9755	39.7563
1.4e+010	41.7829	39.4371
1.45e+010	40.401	39.6405
1.5e+010	38.6571	39.4013
1.55e+010	37.7885	38.818
1.6e+010	36.6521	39.1075
1.65e+010	34.9385	38.6982
1.7e+010	34.3	38.0884
1.75e+010	33.3184	38.4074
1.8e+010	31.7321	37.7541
1.85e+010	31.3197	37.1277
1.9e+010	30.3805	37.5209
1.95e+010	28.8992	36.5353
2e+010	28.6955	36.003
2.05e+010	27.6147	36.591
2.1e+010	26.5932	35.3809
2.15e+010	26.6222	35.037
2.2e+010	25.1544	35.6419
2.25e+010	24.4743	34.1887
2.3e+010	24.7896	34.0437
2.35e+010	23.0521	34.619
2.4e+010	22.6773	33.0137
2.45e+010	23.2736	33.2211
2.5e+010	21.405	33.4837
2.55e+010	21.2617	31.9454
2.6e+010	21.8889	32.4088
2.65e+010	19.9309	32.1986
