frequency	e'	e''
5e+008	85.4129	5.27106
1e+009	83.5668	7.10437
1.5e+009	83.337	9.70083
2e+009	82.5703	12.3453
2.5e+009	81.5781	15.0407
3e+009	80.3304	17.5237
3.5e+009	78.9751	19.9223
4e+009	77.7322	22.3238
4.5e+009	76.0998	24.5285
5e+009	74.2735	26.4533
5.5e+009	72.6513	28.3951
6e+009	70.6942	30.1369
6.5e+009	68.7116	31.5249
7e+009	66.9374	33.0178
7.5e+009	64.8686	34.2236
8e+009	62.918	35.1627
8.5e+009	61.1723	36.2444
9e+009	59.0763	37.0056
9.5e+009	57.1902	37.5695
1e+010	55.509	38.3892
1.05e+010	53.4507	38.7471
1.1e+010	51.7416	38.8703
1.15e+010	50.1409	39.4269
1.2e+010	48.2658	39.5797
1.25e+010	46.7024	39.3659
1.3e+010	45.2397	39.7681
1.35e+010	43.5175	39.6982
1.4e+010	42.3267	39.3998
1.45e+010	40.9446	39.6294
1.5e+010	39.1958	39.4199
1.55e+010	38.3241	38.8493
1.6e+010	37.1843	39.168
1.65e+010	35.458	38.7784
1.7e+010	34.8131	38.1756
1.75e+010	33.8277	38.5209
1.8e+010	32.2262	37.8867
1.85e+010	31.8045	37.2612
1.9e+010	30.8622	37.6822
1.95e+010	29.3579	36.7024
2e+010	29.1484	36.1755
2.05e+010	28.0591	36.789
2.1e+010	27.0191	35.5783
2.15e+010	27.0477	35.2384
2.2e+010	25.5606	35.8769
2.25e+010	24.8648	34.4096
2.3e+010	25.1861	34.2655
2.35e+010	23.4204	34.8676
2.4e+010	23.0398	33.2501
2.45e+010	23.6422	33.4631
2.5e+010	21.7511	33.7552
2.55e+010	21.598	32.1919
2.6e+010	22.2339	32.6663
2.65e+010	20.2395	32.4687
