frequency	e'	e''
5e+008	91.8335	6.66743
1e+009	88.7105	10.6975
1.5e+009	87.7002	15.2352
2e+009	85.8602	19.5427
2.5e+009	83.4295	23.6203
3e+009	80.5732	27.2066
3.5e+009	77.5452	30.3667
4e+009	74.5608	33.2206
4.5e+009	71.2234	35.6361
5e+009	67.8331	37.482
5.5e+009	64.6837	39.1002
6e+009	61.2879	40.2762
6.5e+009	58.1113	40.9837
7e+009	55.2218	41.6938
7.5e+009	52.2568	42.0089
8e+009	49.6025	42.0242
8.5e+009	47.2019	42.1358
9e+009	44.6638	41.8944
9.5e+009	42.4764	41.5204
1e+010	40.4728	41.348
1.05e+010	38.3314	40.7542
1.1e+010	36.6245	40.0865
1.15e+010	34.9718	39.7404
1.2e+010	33.2357	39.0719
1.25e+010	31.8911	38.2448
1.3e+010	30.5384	37.8779
1.35e+010	29.1202	37.1444
1.4e+010	28.1813	36.4117
1.45e+010	27.0404	35.9983
1.5e+010	25.72	35.2503
1.55e+010	25.1138	34.4652
1.6e+010	24.2207	34.2211
1.65e+010	23.0342	33.4288
1.7e+010	22.6236	32.7272
1.75e+010	21.8973	32.5779
1.8e+010	20.8815	31.7181
1.85e+010	20.6506	31.1178
1.9e+010	19.9858	31.0483
1.95e+010	19.1018	30.0546
2e+010	19.0128	29.5583
2.05e+010	18.2823	29.6552
2.1e+010	17.7084	28.641
2.15e+010	17.7847	28.3178
2.2e+010	16.8172	28.4246
2.25e+010	16.482	27.3008
2.3e+010	16.7559	27.1842
2.35e+010	15.6526	27.2984
2.4e+010	15.5038	26.121
2.45e+010	15.9518	26.2476
2.5e+010	14.7981	26.1447
2.55e+010	14.7735	25.0843
2.6e+010	15.2704	25.3763
2.65e+010	14.0628	25.013
