frequency	e'	e''
5e+008	91.0744	6.467
1e+009	88.1646	10.1102
1.5e+009	87.1146	14.3278
2e+009	85.5314	18.4015
2.5e+009	83.4405	22.2949
3e+009	80.8235	25.7417
3.5e+009	78.0711	28.8542
4e+009	75.3942	31.7054
4.5e+009	72.3241	34.1541
5e+009	69.1549	36.0901
5.5e+009	66.2216	37.8356
6e+009	63.0167	39.1697
6.5e+009	59.9645	40.0365
7e+009	57.1818	40.909
7.5e+009	54.2922	41.402
8e+009	51.6844	41.5881
8.5e+009	49.323	41.8596
9e+009	46.7827	41.7715
9.5e+009	44.5755	41.5419
1e+010	42.5603	41.5036
1.05e+010	40.3749	41.0377
1.1e+010	38.6179	40.4709
1.15e+010	36.9248	40.2316
1.2e+010	35.1273	39.6539
1.25e+010	33.72	38.8928
1.3e+010	32.3199	38.6025
1.35e+010	30.8286	37.9328
1.4e+010	29.8311	37.2392
1.45e+010	28.6334	36.8814
1.5e+010	27.2411	36.1727
1.55e+010	26.5873	35.4025
1.6e+010	25.6451	35.1981
1.65e+010	24.3775	34.4305
1.7e+010	23.9261	33.7293
1.75e+010	23.1562	33.6097
1.8e+010	22.0665	32.7521
1.85e+010	21.8042	32.1428
1.9e+010	21.0926	32.1062
1.95e+010	20.1428	31.0929
2e+010	20.0268	30.5818
2.05e+010	19.2448	30.7111
2.1e+010	18.6262	29.6607
2.15e+010	18.682	29.3308
2.2e+010	17.6532	29.4656
2.25e+010	17.283	28.3011
2.3e+010	17.549	28.1742
2.35e+010	16.3721	28.3033
2.4e+010	16.2032	27.0894
2.45e+010	16.6526	27.2172
2.5e+010	15.4284	27.1239
2.55e+010	15.3899	26.0233
2.6e+010	15.8843	26.3232
2.65e+010	14.6068	25.9499
