freq_col,type,t_abs,t_rel_s,idx
1,mag,2025-09-11 05:14:41.000,5,2
1,mag,2025-09-11 06:31:44.000,4628,918
1,mag,2025-09-11 06:45:14.000,5438,1080
1,mag,2025-09-11 06:49:23.000,5687,1130
1,mag,2025-09-11 07:45:37.000,9061,1805
1,mag,2025-09-11 07:57:25.000,9769,1947
1,mag,2025-09-11 08:08:37.000,10441,2082
1,mag,2025-09-11 08:28:08.000,11612,2317
1,mag,2025-09-11 08:28:47.000,11651,2325
1,mag,2025-09-11 08:36:35.000,12119,2419
1,mag,2025-09-11 08:44:29.000,12593,2514
1,mag,2025-09-11 08:52:11.000,13055,2607
1,mag,2025-09-11 09:07:23.000,13967,2790
1,mag,2025-09-11 09:11:12.000,14196,2836
1,mag,2025-09-11 09:22:39.000,14883,2974
1,mag,2025-09-11 09:25:53.000,15077,3013
1,mag,2025-09-11 09:26:28.000,15112,3020
1,mag,2025-09-11 09:29:42.000,15306,3059
1,mag,2025-09-11 09:30:17.000,15341,3066
1,mag,2025-09-11 09:34:08.000,15572,3112
1,mag,2025-09-11 09:37:20.000,15764,3150
1,mag,2025-09-11 09:37:55.000,15799,3157
1,mag,2025-09-11 09:41:08.000,15992,3195
1,mag,2025-09-11 09:41:44.000,16028,3202
1,mag,2025-09-11 09:45:32.000,16256,3247
1,mag,2025-09-11 09:48:48.000,16452,3286
1,mag,2025-09-11 09:49:24.000,16488,3293
1,mag,2025-09-11 09:52:38.000,16682,3332
1,mag,2025-09-11 09:53:13.000,16717,3339
1,mag,2025-09-11 09:57:02.000,16946,3385
1,mag,2025-09-11 10:00:01.000,17125,3421
1,mag,2025-09-11 10:00:46.000,17170,3430
1,mag,2025-09-11 10:04:00.000,17364,3469
1,mag,2025-09-11 10:04:40.000,17404,3477
1,mag,2025-09-11 10:08:19.000,17623,3521
1,mag,2025-09-11 10:11:33.000,17817,3560
1,mag,2025-09-11 10:12:13.000,17857,3568
1,mag,2025-09-11 10:15:22.000,18046,3606
1,mag,2025-09-11 10:16:02.000,18086,3614
1,mag,2025-09-11 10:19:11.000,18275,3652
1,mag,2025-09-11 10:19:46.000,18310,3659
1,mag,2025-09-11 10:22:55.000,18499,3697
1,mag,2025-09-11 10:23:30.000,18534,3704
1,mag,2025-09-11 10:26:45.000,18729,3743
1,mag,2025-09-11 10:27:14.000,18758,3749
1,mag,2025-09-11 10:30:28.000,18952,3788
1,mag,2025-09-11 10:31:03.000,18987,3795
1,mag,2025-09-11 10:34:17.000,19181,3834
1,mag,2025-09-11 10:34:52.000,19216,3841
1,mag,2025-09-11 10:38:06.000,19410,3880
1,mag,2025-09-11 10:38:40.000,19444,3887
1,mag,2025-09-11 10:41:50.000,19634,3925
1,mag,2025-09-11 10:42:29.000,19673,3933
1,mag,2025-09-11 10:45:38.000,19862,3971
1,mag,2025-09-11 10:46:08.000,19892,3977
1,mag,2025-09-11 10:49:22.000,20086,4016
1,mag,2025-09-11 10:50:02.000,20126,4024
1,mag,2025-09-11 10:53:06.000,20310,4061
1,mag,2025-09-11 10:53:41.000,20345,4068
1,mag,2025-09-11 10:56:54.000,20538,4107
1,mag,2025-09-11 10:57:34.000,20578,4115
1,mag,2025-09-11 11:00:38.000,20762,4152
1,mag,2025-09-11 11:01:18.000,20802,4160
1,mag,2025-09-11 11:04:28.000,20992,4198
1,mag,2025-09-11 11:04:57.000,21021,4204
1,mag,2025-09-11 11:08:47.000,21251,4250
1,mag,2025-09-11 11:11:56.000,21440,4288
1,mag,2025-09-11 11:12:36.000,21480,4296
1,mag,2025-09-11 11:15:45.000,21669,4334
1,mag,2025-09-11 11:16:15.000,21699,4340
1,mag,2025-09-11 11:19:29.000,21893,4379
1,mag,2025-09-11 11:20:04.000,21928,4386
1,mag,2025-09-11 11:23:18.000,22122,4425
1,mag,2025-09-11 11:23:58.000,22162,4433
1,mag,2025-09-11 11:27:02.000,22346,4470
1,mag,2025-09-11 11:27:37.000,22381,4477
1,mag,2025-09-11 11:30:51.000,22575,4516
1,mag,2025-09-11 11:31:26.000,22610,4523
1,mag,2025-09-11 11:34:40.000,22804,4562
1,mag,2025-09-11 11:35:10.000,22834,4568
1,mag,2025-09-11 11:38:24.000,23028,4607
1,mag,2025-09-11 11:39:04.000,23068,4615
1,mag,2025-09-11 11:42:08.000,23252,4652
1,mag,2025-09-11 11:42:42.000,23286,4659
1,mag,2025-09-11 11:45:57.000,23481,4698
1,mag,2025-09-11 11:46:27.000,23511,4704
1,mag,2025-09-11 11:49:41.000,23705,4743
1,mag,2025-09-11 11:50:16.000,23740,4750
1,mag,2025-09-11 11:53:30.000,23934,4789
1,mag,2025-09-11 11:54:10.000,23974,4797
1,mag,2025-09-11 11:57:19.000,24163,4835
1,mag,2025-09-11 11:57:54.000,24198,4842
1,mag,2025-09-11 12:01:08.000,24392,4881
1,mag,2025-09-11 12:01:42.000,24426,4888
1,mag,2025-09-11 12:04:57.000,24621,4927
1,mag,2025-09-11 12:05:27.000,24651,4933
1,mag,2025-09-11 12:08:45.000,24849,4973
1,mag,2025-09-11 12:09:15.000,24879,4979
1,mag,2025-09-11 12:12:29.000,25073,5018
1,mag,2025-09-11 12:12:59.000,25103,5024
1,mag,2025-09-11 12:16:13.000,25297,5063
1,mag,2025-09-11 12:16:43.000,25327,5069
1,mag,2025-09-11 12:19:58.000,25522,5108
1,mag,2025-09-11 12:20:27.000,25551,5114
1,mag,2025-09-11 12:23:41.000,25745,5153
1,mag,2025-09-11 12:24:21.000,25785,5161
1,mag,2025-09-11 12:27:26.000,25970,5198
1,mag,2025-09-11 12:28:11.000,26015,5207
1,mag,2025-09-11 12:31:10.000,26194,5243
1,mag,2025-09-11 12:31:50.000,26234,5251
1,mag,2025-09-11 12:34:59.000,26423,5289
1,mag,2025-09-11 12:35:39.000,26463,5297
1,mag,2025-09-11 12:38:48.000,26652,5335
1,mag,2025-09-11 12:39:28.000,26692,5343
1,mag,2025-09-11 12:42:37.000,26881,5381
1,mag,2025-09-11 12:43:07.000,26911,5387
1,mag,2025-09-11 12:46:21.000,27105,5426
1,mag,2025-09-11 12:46:50.000,27134,5432
1,mag,2025-09-11 12:50:09.000,27333,5472
1,mag,2025-09-11 12:50:44.000,27368,5479
1,mag,2025-09-11 12:53:54.000,27558,5517
1,mag,2025-09-11 12:54:23.000,27587,5523
1,mag,2025-09-11 12:57:38.000,27782,5562
1,mag,2025-09-11 12:58:12.000,27816,5569
1,mag,2025-09-11 13:01:26.000,28010,5608
1,mag,2025-09-11 13:02:06.000,28050,5616
1,mag,2025-09-11 13:05:20.000,28244,5655
1,mag,2025-09-11 13:05:50.000,28274,5661
1,mag,2025-09-11 13:09:09.000,28473,5701
1,mag,2025-09-11 13:09:39.000,28503,5707
1,mag,2025-09-11 13:12:58.000,28702,5747
1,mag,2025-09-11 13:13:28.000,28732,5753
1,mag,2025-09-11 13:17:16.000,28960,5799
1,mag,2025-09-11 13:20:31.000,29155,5838
1,mag,2025-09-11 13:21:11.000,29195,5846
1,mag,2025-09-11 13:24:20.000,29384,5884
1,mag,2025-09-11 13:24:50.000,29414,5890
1,mag,2025-09-11 13:28:09.000,29613,5930
1,mag,2025-09-11 13:28:39.000,29643,5936
1,mag,2025-09-11 13:31:53.000,29837,5975
1,mag,2025-09-11 13:32:22.000,29866,5981
1,mag,2025-09-11 13:35:42.000,30066,6021
1,mag,2025-09-11 13:36:12.000,30096,6027
1,mag,2025-09-11 13:39:31.000,30295,6067
1,mag,2025-09-11 13:40:11.000,30335,6075
1,mag,2025-09-11 13:43:20.000,30524,6113
1,mag,2025-09-11 13:43:50.000,30554,6119
1,mag,2025-09-11 13:47:09.000,30753,6159
1,mag,2025-09-11 13:47:44.000,30788,6166
1,mag,2025-09-11 13:50:55.000,30979,6204
1,mag,2025-09-11 13:51:36.000,31020,6212
1,mag,2025-09-11 13:54:48.000,31212,6250
1,mag,2025-09-11 13:55:24.000,31248,6257
1,mag,2025-09-11 13:58:42.000,31446,6296
1,mag,2025-09-11 13:59:17.000,31481,6303
1,mag,2025-09-11 14:02:34.000,31678,6342
1,mag,2025-09-11 14:03:10.000,31714,6349
1,mag,2025-09-11 14:06:25.000,31909,6388
1,mag,2025-09-11 14:06:55.000,31939,6394
1,mag,2025-09-11 14:10:14.000,32138,6434
1,mag,2025-09-11 14:10:44.000,32168,6440
1,mag,2025-09-11 14:14:04.000,32368,6480
1,mag,2025-09-11 14:14:38.000,32402,6487
1,mag,2025-09-11 14:17:58.000,32602,6527
1,mag,2025-09-11 14:18:27.000,32631,6533
1,mag,2025-09-11 14:21:51.000,32835,6574
1,mag,2025-09-11 14:22:26.000,32870,6581
1,mag,2025-09-11 14:25:40.000,33064,6620
1,mag,2025-09-11 14:26:10.000,33094,6626
1,mag,2025-09-11 14:29:29.000,33293,6666
1,mag,2025-09-11 14:30:04.000,33328,6673
1,mag,2025-09-11 14:33:23.000,33527,6713
1,mag,2025-09-11 14:34:03.000,33567,6721
1,mag,2025-09-11 14:37:17.000,33761,6760
1,mag,2025-09-11 14:37:52.000,33796,6767
1,mag,2025-09-11 14:41:06.000,33990,6806
1,mag,2025-09-11 14:41:46.000,34030,6814
1,mag,2025-09-11 14:45:00.000,34224,6853
1,mag,2025-09-11 14:45:30.000,34254,6859
1,mag,2025-09-11 14:48:54.000,34458,6900
1,mag,2025-09-11 14:49:29.000,34493,6907
1,mag,2025-09-11 14:52:43.000,34687,6946
1,mag,2025-09-11 14:53:18.000,34722,6953
1,mag,2025-09-11 14:56:37.000,34921,6993
1,mag,2025-09-11 14:57:12.000,34956,7000
1,mag,2025-09-11 15:00:26.000,35150,7039
1,mag,2025-09-11 15:00:56.000,35180,7045
1,mag,2025-09-11 15:04:20.000,35384,7086
1,mag,2025-09-11 15:05:00.000,35424,7094
1,mag,2025-09-11 15:08:09.000,35613,7132
1,mag,2025-09-11 15:08:44.000,35648,7139
1,mag,2025-09-11 15:11:58.000,35842,7178
1,mag,2025-09-11 15:12:28.000,35872,7184
1,mag,2025-09-11 15:15:52.000,36076,7225
1,mag,2025-09-11 15:16:22.000,36106,7231
1,mag,2025-09-11 15:19:41.000,36305,7271
1,mag,2025-09-11 15:20:11.000,36335,7277
1,mag,2025-09-11 15:23:35.000,36539,7318
1,mag,2025-09-11 15:24:04.000,36568,7324
1,mag,2025-09-11 15:27:28.000,36772,7365
1,mag,2025-09-11 15:28:03.000,36807,7372
1,mag,2025-09-11 15:31:52.000,37036,7418
1,mag,2025-09-11 15:35:11.000,37235,7458
1,mag,2025-09-11 15:35:41.000,37265,7464
1,mag,2025-09-11 15:38:55.000,37459,7503
1,mag,2025-09-11 15:39:30.000,37494,7510
1,mag,2025-09-11 15:42:54.000,37698,7551
1,mag,2025-09-11 15:43:29.000,37733,7558
1,mag,2025-09-11 15:46:38.000,37922,7596
1,mag,2025-09-11 15:47:18.000,37962,7604
1,mag,2025-09-11 15:50:32.000,38156,7643
1,mag,2025-09-11 15:51:07.000,38191,7650
1,mag,2025-09-11 15:54:21.000,38385,7689
1,mag,2025-09-11 15:54:51.000,38415,7695
1,mag,2025-09-11 15:58:10.000,38614,7735
1,mag,2025-09-11 15:58:45.000,38649,7742
1,mag,2025-09-11 16:02:04.000,38848,7782
1,mag,2025-09-11 16:02:44.000,38888,7790
1,mag,2025-09-11 16:05:58.000,39082,7829
1,mag,2025-09-11 16:06:33.000,39117,7836
1,mag,2025-09-11 16:09:57.000,39321,7877
1,mag,2025-09-11 16:10:27.000,39351,7883
1,mag,2025-09-11 16:13:51.000,39555,7924
1,mag,2025-09-11 16:14:21.000,39585,7930
1,mag,2025-09-11 16:17:40.000,39784,7970
1,mag,2025-09-11 16:18:10.000,39814,7976
1,mag,2025-09-11 16:21:30.000,40014,8016
1,mag,2025-09-11 16:22:10.000,40054,8024
1,mag,2025-09-11 16:25:19.000,40243,8062
1,mag,2025-09-11 16:25:48.000,40272,8068
1,mag,2025-09-11 16:29:08.000,40472,8108
1,mag,2025-09-11 16:29:37.000,40501,8114
1,mag,2025-09-11 16:32:56.000,40700,8154
1,mag,2025-09-11 16:33:26.000,40730,8160
1,mag,2025-09-11 16:36:45.000,40929,8200
1,mag,2025-09-11 16:37:15.000,40959,8206
1,mag,2025-09-11 16:40:40.000,41164,8247
1,mag,2025-09-11 16:41:09.000,41193,8253
1,mag,2025-09-11 16:44:29.000,41393,8293
1,mag,2025-09-11 16:45:09.000,41433,8301
1,mag,2025-09-11 16:48:23.000,41627,8340
1,mag,2025-09-11 16:48:58.000,41662,8347
1,mag,2025-09-11 16:52:11.000,41855,8386
1,mag,2025-09-11 16:52:41.000,41885,8392
1,mag,2025-09-11 16:56:06.000,42090,8433
1,mag,2025-09-11 16:56:35.000,42119,8439
1,mag,2025-09-11 17:00:00.000,42324,8480
1,mag,2025-09-11 17:00:29.000,42353,8486
1,mag,2025-09-11 17:03:49.000,42553,8526
1,mag,2025-09-11 17:04:18.000,42582,8532
1,mag,2025-09-11 17:07:42.000,42786,8573
1,mag,2025-09-11 17:08:17.000,42821,8580
1,mag,2025-09-11 17:11:31.000,43015,8619
1,mag,2025-09-11 17:12:01.000,43045,8625
1,mag,2025-09-11 17:15:21.000,43245,8665
1,mag,2025-09-11 17:15:55.000,43279,8672
1,mag,2025-09-11 17:19:44.000,43508,8718
1,mag,2025-09-11 17:23:03.000,43707,8758
1,mag,2025-09-11 17:23:43.000,43747,8766
1,mag,2025-09-11 17:26:57.000,43941,8805
1,mag,2025-09-11 17:27:32.000,43976,8812
1,mag,2025-09-11 17:30:57.000,44181,8853
1,mag,2025-09-11 17:31:26.000,44210,8859
1,mag,2025-09-11 17:34:46.000,44410,8899
1,mag,2025-09-11 17:35:20.000,44444,8906
1,mag,2025-09-11 17:38:35.000,44639,8945
1,mag,2025-09-11 17:39:15.000,44679,8953
1,mag,2025-09-11 17:42:34.000,44878,8993
1,mag,2025-09-11 17:43:09.000,44913,9000
1,mag,2025-09-11 17:46:27.000,45111,9040
1,mag,2025-09-11 17:46:57.000,45141,9046
1,mag,2025-09-11 17:50:11.000,45335,9085
1,mag,2025-09-11 17:50:46.000,45370,9092
1,mag,2025-09-11 17:54:05.000,45569,9132
1,mag,2025-09-11 17:54:45.000,45609,9140
1,mag,2025-09-11 17:57:59.000,45803,9179
1,mag,2025-09-11 17:58:29.000,45833,9185
1,mag,2025-09-11 18:01:47.000,46031,9225
1,mag,2025-09-11 18:02:22.000,46066,9232
1,mag,2025-09-11 18:05:41.000,46265,9272
1,mag,2025-09-11 18:06:11.000,46295,9278
1,mag,2025-09-11 18:09:31.000,46495,9318
1,mag,2025-09-11 18:10:10.000,46534,9326
1,mag,2025-09-11 18:13:29.000,46733,9366
1,mag,2025-09-11 18:14:04.000,46768,9373
1,mag,2025-09-11 18:17:13.000,46957,9411
1,mag,2025-09-11 18:17:53.000,46997,9419
1,mag,2025-09-11 18:21:07.000,47191,9458
1,mag,2025-09-11 18:21:47.000,47231,9466
1,mag,2025-09-11 18:25:06.000,47430,9506
1,mag,2025-09-11 18:25:41.000,47465,9513
1,mag,2025-09-11 18:28:55.000,47659,9552
1,mag,2025-09-11 18:29:30.000,47694,9559
1,mag,2025-09-11 18:32:49.000,47893,9599
1,mag,2025-09-11 18:33:24.000,47928,9606
1,mag,2025-09-11 18:36:38.000,48122,9645
1,mag,2025-09-11 18:37:13.000,48157,9652
1,mag,2025-09-11 18:40:31.000,48355,9692
1,mag,2025-09-11 18:41:01.000,48385,9698
1,mag,2025-09-11 18:44:25.000,48589,9739
1,mag,2025-09-11 18:45:00.000,48624,9746
1,mag,2025-09-11 18:48:14.000,48818,9785
1,mag,2025-09-11 18:48:44.000,48848,9791
1,mag,2025-09-11 18:52:08.000,49052,9832
1,mag,2025-09-11 18:52:38.000,49082,9838
1,mag,2025-09-11 18:56:02.000,49286,9879
1,mag,2025-09-11 18:56:37.000,49321,9886
1,phase,2025-09-11 05:33:16.000,1120,222
1,phase,2025-09-11 05:42:44.000,1688,334
1,phase,2025-09-11 05:44:25.000,1789,354
1,phase,2025-09-11 05:47:21.000,1965,389
1,phase,2025-09-11 05:48:57.000,2061,408
1,phase,2025-09-11 06:15:42.000,3666,727
1,phase,2025-09-11 06:28:06.000,4410,875
1,phase,2025-09-11 06:31:44.000,4628,918
1,phase,2025-09-11 06:40:15.000,5139,1020
1,phase,2025-09-11 06:44:49.000,5413,1075
1,phase,2025-09-11 06:45:24.000,5448,1082
1,phase,2025-09-11 07:09:43.000,6907,1375
1,phase,2025-09-11 07:29:47.000,8111,1616
1,phase,2025-09-11 07:33:45.000,8349,1663
1,phase,2025-09-11 07:41:39.000,8823,1757
