frequency	e'	e''
5e+008	84.5793	5.78947
1.5e+009	82.229	12.7889
2.5e+009	78.8245	19.8821
3.5e+009	74.4636	25.9427
4.5e+009	69.4733	30.9614
5.5e+009	63.9338	34.8733
6.5e+009	58.1983	37.288
7.5e+009	52.9441	38.6468
8.5e+009	48.146	39.2765
9.5e+009	43.7813	39.3016
1.05e+010	39.8865	38.9124
1.15e+010	36.4244	38.2428
1.25e+010	33.4145	37.3902
1.35e+010	30.7488	36.411
1.45e+010	28.4183	35.3878
1.55e+010	26.3494	34.3677
1.65e+010	24.5535	33.3314
1.75e+010	22.9535	32.3417
1.85e+010	21.5516	31.3577
1.95e+010	20.3312	30.4679
2.05e+010	19.2305	29.5664
2.15e+010	18.2518	28.7106
2.25e+010	17.3511	27.9189
2.35e+010	16.6041	27.149
2.45e+010	15.9297	26.4088
2.55e+010	15.2767	25.7112
2.65e+010	14.7456	25.0609
