frequency	e'	e''
5e+008	87.2071	6.71927
1.5e+009	84.7118	13.6072
2.5e+009	81.0464	20.888
3.5e+009	76.3823	27.042
4.5e+009	71.1685	32.0107
5.5e+009	65.6388	35.8551
6.5e+009	59.9021	38.4599
7.5e+009	54.4048	39.9983
8.5e+009	49.357	40.6271
9.5e+009	44.8189	40.6043
1.05e+010	40.7743	40.1571
1.15e+010	37.1657	39.414
1.25e+010	34.0702	38.4631
1.35e+010	31.3341	37.4031
1.45e+010	28.9446	36.2856
1.55e+010	26.8637	35.21
1.65e+010	25.0328	34.0883
1.75e+010	23.4314	33.0495
1.85e+010	22.0125	32.0422
1.95e+010	20.8123	31.0654
2.05e+010	19.6845	30.1563
2.15e+010	18.7039	29.279
2.25e+010	17.856	28.4816
2.35e+010	17.0521	27.6428
2.45e+010	16.4034	26.9452
2.55e+010	15.8012	26.2346
2.65e+010	15.2679	25.4941
