frequency	e'	e''
5e+008	85.8438	6.07353
1.5e+009	83.4618	13.0904
2.5e+009	79.9827	20.2959
3.5e+009	75.5434	26.4517
4.5e+009	70.4624	31.5426
5.5e+009	64.8455	35.5231
6.5e+009	58.9941	37.9909
7.5e+009	53.6367	39.3617
8.5e+009	48.7444	39.9882
9.5e+009	44.3068	40.0032
1.05e+010	40.3415	39.5946
1.15e+010	36.8228	38.9017
1.25e+010	33.7649	38.0261
1.35e+010	31.0579	37.0186
1.45e+010	28.6906	35.9773
1.55e+010	26.5876	34.9273
1.65e+010	24.7706	33.8748
1.75e+010	23.1429	32.8616
1.85e+010	21.7315	31.8581
1.95e+010	20.4857	30.9566
2.05e+010	19.3706	30.0364
2.15e+010	18.3827	29.1659
2.25e+010	17.4622	28.3493
2.35e+010	16.7207	27.5739
2.45e+010	16.0313	26.8119
2.55e+010	15.3684	26.1042
2.65e+010	14.8244	25.4531
