frequency	e'	e''
5e+008	86.2866	6.31359
1.5e+009	83.8633	13.2833
2.5e+009	80.3239	20.5098
3.5e+009	75.8003	26.6736
4.5e+009	70.681	31.73
5.5e+009	65.0999	35.6948
6.5e+009	59.2174	38.2353
7.5e+009	53.7807	39.6065
8.5e+009	48.8525	40.2108
9.5e+009	44.3822	40.2005
1.05e+010	40.3985	39.7693
1.15e+010	36.848	39.0455
1.25e+010	33.7945	38.1382
1.35e+010	31.0876	37.1169
1.45e+010	28.7159	36.041
1.55e+010	26.6387	35.0032
1.65e+010	24.8142	33.9148
1.75e+010	23.2053	32.9029
1.85e+010	21.7794	31.9088
1.95e+010	20.5662	30.9618
2.05e+010	19.4315	30.0555
2.15e+010	18.4417	29.1812
2.25e+010	17.5684	28.3916
2.35e+010	16.7749	27.5614
2.45e+010	16.1029	26.8564
2.55e+010	15.4796	26.1442
2.65e+010	14.9442	25.4174
