frequency	e'	e''
5e+008	85.9288	6.14491
1.5e+009	83.5222	13.1384
2.5e+009	80.0337	20.3405
3.5e+009	75.5784	26.493
4.5e+009	70.4924	31.5776
5.5e+009	64.8823	35.5556
6.5e+009	59.0221	38.0313
7.5e+009	53.6505	39.3989
8.5e+009	48.7535	40.0224
9.5e+009	44.3144	40.0297
1.05e+010	40.347	39.617
1.15e+010	36.824	38.9151
1.25e+010	33.7682	38.0335
1.35e+010	31.0625	37.0267
1.45e+010	28.6907	35.9798
1.55e+010	26.6012	34.9336
1.65e+010	24.7755	33.8681
1.75e+010	23.1575	32.8601
1.85e+010	21.7423	31.8617
1.95e+010	20.5056	30.9397
2.05e+010	19.3776	30.0315
2.15e+010	18.3906	29.1592
2.25e+010	17.4873	28.3484
2.35e+010	16.7226	27.5591
2.45e+010	16.0478	26.8206
2.55e+010	15.3959	26.1032
2.65e+010	14.8408	25.4298
