frequency	e'	e''
5e+008	88.2992	6.91422
1.5e+009	85.7603	13.8771
2.5e+009	81.9844	21.2568
3.5e+009	77.2041	27.4554
4.5e+009	71.8741	32.4042
5.5e+009	66.2991	36.179
6.5e+009	60.6097	38.7187
7.5e+009	55.2039	40.3323
8.5e+009	50.1367	41.0906
9.5e+009	45.518	41.1377
1.05e+010	41.3897	40.7205
1.15e+010	37.7233	40.0086
1.25e+010	34.5483	39.0626
1.35e+010	31.738	37.9915
1.45e+010	29.2938	36.8681
1.55e+010	27.1558	35.7544
1.65e+010	25.2824	34.6218
1.75e+010	23.6455	33.5553
1.85e+010	22.2089	32.5035
1.95e+010	20.9694	31.5215
2.05e+010	19.8384	30.5868
2.15e+010	18.8552	29.6752
2.25e+010	17.9708	28.8429
2.35e+010	17.1867	28.0137
2.45e+010	16.5393	27.2734
2.55e+010	15.9108	26.5291
2.65e+010	15.3718	25.8175
