frequency	e'	e''
5e+008	84.5079	8.7828
1.5e+009	81.9767	14.0488
2.5e+009	78.1885	20.7843
3.5e+009	73.405	26.4295
4.5e+009	68.1408	30.8167
5.5e+009	62.7526	34.0018
6.5e+009	57.3839	35.9614
7.5e+009	52.4912	37.0824
8.5e+009	48.0635	37.5355
9.5e+009	44.0702	37.4633
1.05e+010	40.4837	37.0783
1.15e+010	37.3374	36.4845
1.25e+010	34.573	35.6846
1.35e+010	32.1095	34.8297
1.45e+010	29.9843	33.9769
1.55e+010	28.0491	33.0544
1.65e+010	26.3703	32.203
1.75e+010	24.8739	31.3814
1.85e+010	23.5775	30.5016
1.95e+010	22.3762	29.807
2.05e+010	21.3551	29.0767
2.15e+010	20.4426	28.3293
2.25e+010	19.5111	27.6579
2.35e+010	18.8112	27.1202
2.45e+010	18.2006	26.4553
2.55e+010	17.4606	25.8521
2.65e+010	16.883	25.4475
