frequency	e'	e''
5e+008	85.307	8.55047
1.5e+009	82.7584	14.0846
2.5e+009	78.9517	20.9305
3.5e+009	74.1373	26.6653
4.5e+009	68.8366	31.1334
5.5e+009	63.4005	34.3835
6.5e+009	57.9847	36.4005
7.5e+009	53.0368	37.5681
8.5e+009	48.555	38.0632
9.5e+009	44.5052	38.027
1.05e+010	40.8676	37.6657
1.15e+010	37.6477	37.0908
1.25e+010	34.8338	36.3067
1.35e+010	32.3181	35.4599
1.45e+010	30.1236	34.6012
1.55e+010	28.1492	33.6839
1.65e+010	26.4129	32.8163
1.75e+010	24.8695	31.9754
1.85e+010	23.5221	31.0979
1.95e+010	22.2914	30.3656
2.05e+010	21.2194	29.6134
2.15e+010	20.2643	28.861
2.25e+010	19.3236	28.1706
2.35e+010	18.5537	27.5748
2.45e+010	17.9061	26.9142
2.55e+010	17.1703	26.2823
2.65e+010	16.5683	25.7839
