frequency	e'	e''
5e+008	87.2829	6.50361
1.5e+009	84.8375	13.5111
2.5e+009	81.2305	20.8305
3.5e+009	76.6358	27.0515
4.5e+009	71.4458	32.1405
5.5e+009	65.8302	36.1275
6.5e+009	59.9055	38.739
7.5e+009	54.3722	40.1516
8.5e+009	49.3635	40.7499
9.5e+009	44.8366	40.7314
1.05e+010	40.7891	40.2865
1.15e+010	37.2021	39.5428
1.25e+010	34.1017	38.6155
1.35e+010	31.3625	37.5626
1.45e+010	28.9748	36.4822
1.55e+010	26.8609	35.3969
1.65e+010	25.0294	34.3133
1.75e+010	23.3969	33.2778
1.85e+010	21.9774	32.2558
1.95e+010	20.7288	31.3308
2.05e+010	19.6093	30.4009
2.15e+010	18.6158	29.5184
2.25e+010	17.704	28.6938
2.35e+010	16.9442	27.9044
2.45e+010	16.2668	27.1474
2.55e+010	15.6061	26.422
2.65e+010	15.0545	25.7529
