frequency	e'	e''
5e+008	86.9109	6.63747
1.5e+009	84.4595	13.5285
2.5e+009	80.8272	20.7897
3.5e+009	76.211	26.945
4.5e+009	71.0275	31.9402
5.5e+009	65.4882	35.8276
6.5e+009	59.6928	38.4394
7.5e+009	54.1775	39.9136
8.5e+009	49.1662	40.5114
9.5e+009	44.6555	40.4878
1.05e+010	40.6284	40.0369
1.15e+010	37.0398	39.2886
1.25e+010	33.9622	38.3503
1.35e+010	31.2435	37.2932
1.45e+010	28.8647	36.1952
1.55e+010	26.7854	35.1224
1.65e+010	24.9659	34.0187
1.75e+010	23.3593	32.9867
1.85e+010	21.9472	31.9837
1.95e+010	20.7391	31.0304
2.05e+010	19.6168	30.1195
2.15e+010	18.6326	29.2505
2.25e+010	17.7684	28.4461
2.35e+010	16.9831	27.6263
2.45e+010	16.3223	26.9166
2.55e+010	15.7073	26.203
2.65e+010	15.1618	25.4885
