frequency	e'	e''
5e+008	80.8522	5.33564
1.5e+009	78.5865	12.0791
2.5e+009	75.3145	18.8033
3.5e+009	71.1449	24.5173
4.5e+009	66.4307	29.1893
5.5e+009	61.331	32.8651
6.5e+009	55.978	35.3174
7.5e+009	50.9177	36.6985
8.5e+009	46.3055	37.3144
9.5e+009	42.1331	37.3589
1.05e+010	38.4116	36.9921
1.15e+010	35.0763	36.3387
1.25e+010	32.2181	35.5255
1.35e+010	29.6923	34.5861
1.45e+010	27.4655	33.5851
1.55e+010	25.5234	32.648
1.65e+010	23.8194	31.6347
1.75e+010	22.309	30.6973
1.85e+010	20.9621	29.8029
1.95e+010	19.8497	28.9132
2.05e+010	18.7624	28.0778
2.15e+010	17.825	27.2806
2.25e+010	17.0251	26.5669
2.35e+010	16.2594	25.7619
2.45e+010	15.6037	25.1403
2.55e+010	15.046	24.5057
2.65e+010	14.542	23.7893
