frequency	e'	e''
5e+008	85.7337	5.9603
1.5e+009	83.3504	13.0279
2.5e+009	79.8922	20.2265
3.5e+009	75.4651	26.3847
4.5e+009	70.3983	31.4818
5.5e+009	64.7775	35.4594
6.5e+009	58.9416	37.9191
7.5e+009	53.5989	39.2976
8.5e+009	48.7202	39.9333
9.5e+009	44.2866	39.9534
1.05e+010	40.3232	39.5553
1.15e+010	36.81	38.8698
1.25e+010	33.7477	37.9973
1.35e+010	31.0395	36.998
1.45e+010	28.6776	35.9611
1.55e+010	26.5711	34.9126
1.65e+010	24.7487	33.8638
1.75e+010	23.122	32.8549
1.85e+010	21.7062	31.846
1.95e+010	20.4564	30.9474
2.05e+010	19.3492	30.0312
2.15e+010	18.3588	29.1551
2.25e+010	17.4318	28.3423
2.35e+010	16.6884	27.5776
2.45e+010	16.0077	26.8067
2.55e+010	15.3293	26.0914
2.65e+010	14.788	25.4567
