frequency	e'	e''
5e+008	88.2788	6.89881
1.5e+009	85.7295	13.8748
2.5e+009	81.9523	21.2524
3.5e+009	77.165	27.448
4.5e+009	71.8319	32.3872
5.5e+009	66.2614	36.1485
6.5e+009	60.584	38.6755
7.5e+009	55.2	40.2859
8.5e+009	50.146	41.0573
9.5e+009	45.5328	41.1126
1.05e+010	41.4031	40.7038
1.15e+010	37.738	39.9973
1.25e+010	34.5615	39.0626
1.35e+010	31.7453	37.9944
1.45e+010	29.2985	36.8802
1.55e+010	27.1528	35.7608
1.65e+010	25.2765	34.6287
1.75e+010	23.639	33.5634
1.85e+010	22.2028	32.5104
1.95e+010	20.9578	31.5344
2.05e+010	19.8236	30.5993
2.15e+010	18.8399	29.6848
2.25e+010	17.9512	28.8444
2.35e+010	17.1728	28.0215
2.45e+010	16.5287	27.2798
2.55e+010	15.8935	26.5324
2.65e+010	15.3487	25.8295
