frequency	e'	e''
5e+008	87.2024	7.67838
1.5e+009	84.6265	14.038
2.5e+009	80.8035	21.1968
3.5e+009	75.9575	27.1892
4.5e+009	70.6033	31.8952
5.5e+009	65.0768	35.3714
6.5e+009	59.5458	37.5956
7.5e+009	54.4548	38.962
8.5e+009	49.7893	39.6372
9.5e+009	45.5213	39.7554
1.05e+010	41.6429	39.5002
1.15e+010	38.1547	38.9642
1.25e+010	35.1043	38.1914
1.35e+010	32.3448	37.3154
1.45e+010	29.9371	36.358
1.55e+010	27.8046	35.3775
1.65e+010	25.8972	34.3841
1.75e+010	24.2362	33.4325
1.85e+010	22.7574	32.4675
1.95e+010	21.4419	31.5669
2.05e+010	20.27	30.7073
2.15e+010	19.2298	29.8408
2.25e+010	18.2781	29.0352
2.35e+010	17.4243	28.2682
2.45e+010	16.7599	27.5274
2.55e+010	16.0575	26.7737
2.65e+010	15.4631	26.1034
