frequency	e'	e''
5e+008	85.9412	6.136
1.5e+009	83.5408	13.1442
2.5e+009	80.0372	20.3558
3.5e+009	75.5628	26.5094
4.5e+009	70.4771	31.5762
5.5e+009	64.8862	35.5522
6.5e+009	59.0231	38.0515
7.5e+009	53.631	39.4184
8.5e+009	48.7313	40.0323
9.5e+009	44.2826	40.037
1.05e+010	40.3202	39.6174
1.15e+010	36.7857	38.9104
1.25e+010	33.7383	38.0217
1.35e+010	31.036	37.0121
1.45e+010	28.6681	35.9507
1.55e+010	26.5861	34.9185
1.65e+010	24.7656	33.8425
1.75e+010	23.1504	32.8347
1.85e+010	21.725	31.8437
1.95e+010	20.5068	30.9072
2.05e+010	19.3772	29.9956
2.15e+010	18.3862	29.1276
2.25e+010	17.504	28.3351
2.35e+010	16.7228	27.5179
2.45e+010	16.0376	26.7977
2.55e+010	15.4074	26.092
2.65e+010	14.878	25.3808
