frequency	e'	e''
5e+008	86.2783	6.34051
1.5e+009	83.8512	13.289
2.5e+009	80.3109	20.5134
3.5e+009	75.7923	26.6721
4.5e+009	70.6726	31.7313
5.5e+009	65.0877	35.6965
6.5e+009	59.2074	38.2323
7.5e+009	53.7723	39.6014
8.5e+009	48.8418	40.2054
9.5e+009	44.373	40.1965
1.05e+010	40.3933	39.7625
1.15e+010	36.84	39.0409
1.25e+010	33.7889	38.1352
1.35e+010	31.0856	37.1119
1.45e+010	28.7102	36.0354
1.55e+010	26.6356	34.9998
1.65e+010	24.8114	33.9089
1.75e+010	23.1998	32.8935
1.85e+010	21.7749	31.9073
1.95e+010	20.5655	30.9545
2.05e+010	19.4271	30.0459
2.15e+010	18.4338	29.1781
2.25e+010	17.5696	28.3867
2.35e+010	16.7701	27.5481
2.45e+010	16.0938	26.85
2.55e+010	15.4816	26.1405
2.65e+010	14.94	25.4014
