frequency	e'	e''
5e+008	55.4762	11.4389
1.5e+009	53.7472	10.7337
2.5e+009	51.1783	14.0416
3.5e+009	48.0424	17.0852
4.5e+009	44.6409	19.4751
5.5e+009	41.2072	21.1621
6.5e+009	37.8202	22.1203
7.5e+009	34.7586	22.5815
8.5e+009	32.022	22.6453
9.5e+009	29.5891	22.4114
1.05e+010	27.4167	22.0107
1.15e+010	25.5194	21.4889
1.25e+010	23.8808	20.8651
1.35e+010	22.4246	20.2298
1.45e+010	21.1894	19.5897
1.55e+010	20.0871	18.9374
1.65e+010	19.1294	18.3405
1.75e+010	18.2844	17.7639
1.85e+010	17.5669	17.1654
1.95e+010	16.9033	16.6785
2.05e+010	16.3614	16.1788
2.15e+010	15.8745	15.674
2.25e+010	15.3911	15.2154
2.35e+010	15.0581	14.8115
2.45e+010	14.7521	14.3586
2.55e+010	14.4249	13.9457
2.65e+010	14.193	13.6349
