frequency	e'	e''
5e+008	87.9034	6.98723
1.5e+009	85.3318	13.8721
2.5e+009	81.5351	21.2073
3.5e+009	76.7193	27.3393
4.5e+009	71.3709	32.1895
5.5e+009	65.8233	35.8339
6.5e+009	60.2207	38.2341
7.5e+009	54.9999	39.7696
8.5e+009	50.1269	40.5655
9.5e+009	45.6252	40.714
1.05e+010	41.5326	40.4039
1.15e+010	37.9073	39.7724
1.25e+010	34.7277	38.9035
1.35e+010	31.8924	37.8995
1.45e+010	29.4418	36.8471
1.55e+010	27.2611	35.7447
1.65e+010	25.3516	34.6641
1.75e+010	23.6941	33.6212
1.85e+010	22.2358	32.5568
1.95e+010	20.9364	31.6164
2.05e+010	19.8095	30.6875
2.15e+010	18.8125	29.7588
2.25e+010	17.8674	28.9032
2.35e+010	17.0966	28.1371
2.45e+010	16.4651	27.3409
2.55e+010	15.7701	26.5673
2.65e+010	15.2112	25.9285
