frequency	e'	e''
5e+008	71.9928	11.3808
1.5e+009	69.7553	13.1539
2.5e+009	66.4187	18.2247
3.5e+009	62.2724	22.6342
4.5e+009	57.7436	26.0628
5.5e+009	53.1534	28.4976
6.5e+009	48.6112	29.9172
7.5e+009	44.4978	30.6492
8.5e+009	40.804	30.8326
9.5e+009	37.5059	30.5927
1.05e+010	34.5667	30.1162
1.15e+010	32	29.4675
1.25e+010	29.7782	28.677
1.35e+010	27.8021	27.8566
1.45e+010	26.1223	27.0324
1.55e+010	24.6282	26.1912
1.65e+010	23.314	25.4034
1.75e+010	22.1765	24.6549
1.85e+010	21.1954	23.8804
1.95e+010	20.2902	23.2322
2.05e+010	19.5389	22.5922
2.15e+010	18.8795	21.9287
2.25e+010	18.2225	21.33
2.35e+010	17.7489	20.8297
2.45e+010	17.3516	20.2521
2.55e+010	16.8889	19.7282
2.65e+010	16.5558	19.3445
