frequency	e'	e''
5e+008	46.6394	3.20656
1e+009	44.4709	4.87793
1.5e+009	44.416	7.13325
2e+009	43.406	9.16327
2.5e+009	42.6715	11.2998
3e+009	41.2007	13.2012
3.5e+009	39.7152	14.9369
4e+009	38.2362	16.5173
4.5e+009	36.4335	17.8236
5e+009	34.5725	18.8728
5.5e+009	32.907	19.7375
6e+009	31.0507	20.3168
6.5e+009	29.3386	20.6708
7e+009	27.7619	20.9939
7.5e+009	26.1467	21.0656
8e+009	24.8036	21.0418
8.5e+009	23.5464	21.0667
9e+009	22.1804	20.888
9.5e+009	21.0682	20.6909
1e+010	20.0096	20.5647
1.05e+010	18.8633	20.2177
1.1e+010	17.9507	19.8707
1.15e+010	17.0288	19.6213
1.2e+010	16.0795	19.2099
1.25e+010	15.3901	18.7765
1.3e+010	14.6251	18.4921
1.35e+010	13.855	18.001
1.4e+010	13.361	17.5738
1.45e+010	12.7605	17.2396
1.5e+010	12.0906	16.7269
1.55e+010	11.8124	16.2847
1.6e+010	11.3746	16.0541
1.65e+010	10.8128	15.5349
1.7e+010	10.6783	15.1394
1.75e+010	10.3569	14.9673
1.8e+010	9.91759	14.4898
1.85e+010	9.86052	14.2025
1.9e+010	9.57102	14.0789
1.95e+010	9.20383	13.5952
2e+010	9.23156	13.3722
2.05e+010	8.89139	13.3521
2.1e+010	8.61979	12.8819
2.15e+010	8.72125	12.7525
2.2e+010	8.27187	12.7313
2.25e+010	8.11649	12.1961
2.3e+010	8.28855	12.1977
2.35e+010	7.77893	12.1912
2.4e+010	7.67221	11.6354
2.45e+010	7.95177	11.7224
2.5e+010	7.38074	11.6164
2.55e+010	7.33904	11.1185
2.6e+010	7.64796	11.2778
2.65e+010	7.02692	11.0567
