frequency	e'	e''
5e+008	91.9713	6.24667
1e+009	88.8618	10.5217
1.5e+009	87.6697	15.1325
2e+009	85.765	19.4811
2.5e+009	83.4446	23.6027
3e+009	80.628	27.2437
3.5e+009	77.518	30.425
4e+009	74.5057	33.282
4.5e+009	71.1616	35.6974
5e+009	67.7309	37.5455
5.5e+009	64.5772	39.1491
6e+009	61.1972	40.3276
6.5e+009	57.9837	41.0378
7e+009	55.0675	41.7319
7.5e+009	52.0949	41.9998
8e+009	49.4453	42.0007
8.5e+009	47.0652	42.1179
9e+009	44.5195	41.865
9.5e+009	42.2932	41.4857
1e+010	40.3081	41.2808
1.05e+010	38.2005	40.6879
1.1e+010	36.477	40.031
1.15e+010	34.8319	39.6737
1.2e+010	33.1083	39.002
1.25e+010	31.7513	38.1511
1.3e+010	30.4128	37.7735
1.35e+010	29.0217	37.0747
1.4e+010	28.0647	36.3369
1.45e+010	26.9171	35.8911
1.5e+010	25.6194	35.1527
1.55e+010	25.02	34.3873
1.6e+010	24.1495	34.116
1.65e+010	22.9363	33.3462
1.7e+010	22.5253	32.65
1.75e+010	21.8444	32.4742
1.8e+010	20.8175	31.6433
1.85e+010	20.5502	31.0459
1.9e+010	19.9567	30.9493
1.95e+010	19.0558	29.9592
2e+010	18.938	29.4513
2.05e+010	18.2383	29.584
2.1e+010	17.665	28.5819
2.15e+010	17.712	28.2185
2.2e+010	16.7661	28.3641
2.25e+010	16.4368	27.246
2.3e+010	16.7293	27.1029
2.35e+010	15.6241	27.2527
2.4e+010	15.42	26.1003
2.45e+010	15.9363	26.1695
2.5e+010	14.8229	26.1203
2.55e+010	14.743	25.0561
2.6e+010	15.2727	25.3016
2.65e+010	14.0828	24.9428
