frequency	e'	e''
5e+008	20.3503	1.60409
1e+009	18.45	1.75003
1.5e+009	18.7312	2.43234
2e+009	18.4	3.00995
2.5e+009	18.1661	3.60695
3e+009	17.6822	4.13545
3.5e+009	17.1715	4.63733
4e+009	16.8151	5.11861
4.5e+009	16.1767	5.47504
5e+009	15.6078	5.79239
5.5e+009	15.203	6.08896
6e+009	14.5883	6.26822
6.5e+009	14.0772	6.39071
7e+009	13.623	6.52791
7.5e+009	13.088	6.55933
8e+009	12.7376	6.59579
8.5e+009	12.3752	6.65332
9e+009	11.8898	6.61436
9.5e+009	11.5917	6.61188
1e+010	11.273	6.61967
1.05e+010	10.8691	6.5373
1.1e+010	10.5974	6.48494
1.15e+010	10.2736	6.4465
1.2e+010	9.9127	6.35309
1.25e+010	9.73833	6.28021
1.3e+010	9.45282	6.23533
1.35e+010	9.13343	6.11535
1.4e+010	8.99123	6.04129
1.45e+010	8.74885	5.97432
1.5e+010	8.42037	5.83488
1.55e+010	8.36965	5.73924
1.6e+010	8.17383	5.71569
1.65e+010	7.85735	5.55263
1.7e+010	7.84762	5.4479
1.75e+010	7.69992	5.42025
1.8e+010	7.44093	5.25811
1.85e+010	7.46772	5.19916
1.9e+010	7.32086	5.16399
1.95e+010	7.10478	4.98869
2e+010	7.18191	4.93432
2.05e+010	6.99695	4.95785
2.1e+010	6.8332	4.77804
2.15e+010	6.97576	4.75916
2.2e+010	6.71217	4.78709
2.25e+010	6.61685	4.57131
2.3e+010	6.79952	4.60797
2.35e+010	6.4939	4.64215
2.4e+010	6.41423	4.41812
2.45e+010	6.68014	4.49522
2.5e+010	6.30696	4.46933
2.55e+010	6.27371	4.26367
2.6e+010	6.57552	4.36585
2.65e+010	6.13804	4.29282
