frequency	e'	e''
5e+008	92.3431	6.42836
1e+009	89.1775	10.9044
1.5e+009	87.9321	15.7186
2e+009	85.8306	20.1955
2.5e+009	83.3601	24.4257
3e+009	80.3677	28.1277
3.5e+009	77.0578	31.3227
4e+009	73.8825	34.165
4.5e+009	70.3742	36.5266
5e+009	66.8004	38.3083
5.5e+009	63.5415	39.8233
6e+009	60.0609	40.894
6.5e+009	56.7758	41.4977
7e+009	53.8129	42.0834
7.5e+009	50.803	42.2375
8e+009	48.1489	42.1376
8.5e+009	45.7592	42.1566
9e+009	43.2195	41.8101
9.5e+009	41.0249	41.3514
1e+010	39.0571	41.0627
1.05e+010	36.9815	40.403
1.1e+010	35.3007	39.6901
1.15e+010	33.6831	39.2712
1.2e+010	32.0018	38.553
1.25e+010	30.6957	37.6674
1.3e+010	29.3876	37.2519
1.35e+010	28.0437	36.517
1.4e+010	27.1223	35.7574
1.45e+010	26.0123	35.2887
1.5e+010	24.7638	34.5281
1.55e+010	24.1913	33.7538
1.6e+010	23.3547	33.4692
1.65e+010	22.191	32.6877
1.7e+010	21.8032	31.9873
1.75e+010	21.1446	31.7996
1.8e+010	20.1654	30.9697
1.85e+010	19.9213	30.3746
1.9e+010	19.346	30.2678
1.95e+010	18.4878	29.2933
2e+010	18.3902	28.7935
2.05e+010	17.7188	28.9061
2.1e+010	17.1683	27.9213
2.15e+010	17.2303	27.5704
2.2e+010	16.3232	27.6973
2.25e+010	16.0061	26.5967
2.3e+010	16.3027	26.467
2.35e+010	15.2445	26.6077
2.4e+010	15.0506	25.468
2.45e+010	15.5634	25.5431
2.5e+010	14.4822	25.4904
2.55e+010	14.4147	24.4453
2.6e+010	14.9432	24.688
2.65e+010	13.7887	24.3439
