frequency	e'	e''
5e+008	42.2682	2.44607
1e+009	40.1897	3.5391
1.5e+009	40.1985	5.01855
2e+009	39.5322	6.37123
2.5e+009	38.8945	7.71158
3e+009	37.9934	8.87235
3.5e+009	36.9865	9.96495
4e+009	36.17	10.9899
4.5e+009	35.0186	11.8337
5e+009	33.9045	12.536
5.5e+009	32.9897	13.2
6e+009	31.8247	13.6824
6.5e+009	30.7698	14.0227
7e+009	29.83	14.3806
7.5e+009	28.7928	14.5678
8e+009	27.9506	14.7026
8.5e+009	27.1705	14.8852
9e+009	26.2285	14.909
9.5e+009	25.4811	14.9234
1e+010	24.7982	14.9919
1.05e+010	23.9889	14.8858
1.1e+010	23.356	14.7791
1.15e+010	22.7361	14.7709
1.2e+010	22.0311	14.6273
1.25e+010	21.5356	14.4515
1.3e+010	21.021	14.4297
1.35e+010	20.4178	14.245
1.4e+010	20.0443	14.0881
1.45e+010	19.5886	14.0361
1.5e+010	18.9847	13.8248
1.55e+010	18.7457	13.6215
1.6e+010	18.4153	13.6515
1.65e+010	17.8207	13.4193
1.7e+010	17.6494	13.2101
1.75e+010	17.3903	13.2478
1.8e+010	16.8679	12.9825
1.85e+010	16.7573	12.8235
1.9e+010	16.5257	12.8702
1.95e+010	16.0299	12.5403
2e+010	16.014	12.3846
2.05e+010	15.7511	12.5339
2.1e+010	15.3576	12.1544
2.15e+010	15.4586	12.0615
2.2e+010	15.0831	12.2421
2.25e+010	14.7688	11.7509
2.3e+010	15.0055	11.7564
2.35e+010	14.5655	11.9725
2.4e+010	14.2745	11.4206
2.45e+010	14.6689	11.4969
2.5e+010	14.1397	11.611
2.55e+010	13.9312	11.0944
2.6e+010	14.4026	11.2558
2.65e+010	13.7482	11.2422
