frequency	e'	e''
5e+008	73.0196	4.76028
1e+009	70.5869	7.88294
1.5e+009	70.1945	11.6632
2e+009	68.6924	15.0779
2.5e+009	67.3546	18.8306
3e+009	65.0374	21.9345
3.5e+009	62.5664	24.9165
4e+009	60.0715	27.4867
4.5e+009	57.1911	29.7112
5e+009	54.1725	31.4359
5.5e+009	51.421	32.8648
6e+009	48.4557	33.9117
6.5e+009	45.6306	34.5724
7e+009	43.0224	35.1643
7.5e+009	40.3699	35.3725
8e+009	38.0603	35.3481
8.5e+009	35.931	35.407
9e+009	33.6789	35.1423
9.5e+009	31.7659	34.7729
1e+010	29.9959	34.5423
1.05e+010	28.1288	33.9794
1.1e+010	26.6177	33.3746
1.15e+010	25.1305	32.991
1.2e+010	23.5834	32.3398
1.25e+010	22.3996	31.5894
1.3e+010	21.1599	31.1675
1.35e+010	19.8859	30.4008
1.4e+010	19.0113	29.6813
1.45e+010	17.9891	29.1544
1.5e+010	16.8704	28.3195
1.55e+010	16.3253	27.5391
1.6e+010	15.5737	27.1351
1.65e+010	14.6521	26.2579
1.7e+010	14.3697	25.5357
1.75e+010	13.8201	25.2243
1.8e+010	13.1162	24.3948
1.85e+010	12.9961	23.8285
1.9e+010	12.5322	23.6181
1.95e+010	11.9596	22.7784
2e+010	11.9732	22.3523
2.05e+010	11.4365	22.307
2.1e+010	11.0299	21.4961
2.15e+010	11.1425	21.2312
2.2e+010	10.4471	21.1854
2.25e+010	10.2213	20.2778
2.3e+010	10.4545	20.229
2.35e+010	9.65702	20.2087
2.4e+010	9.53407	19.2592
2.45e+010	9.91121	19.3524
2.5e+010	9.05425	19.1864
2.55e+010	9.0255	18.3425
2.6e+010	9.41215	18.5625
2.65e+010	8.5202	18.1953
