frequency	e'	e''
5e+008	90.8312	5.74643
1e+009	88.0285	9.68827
1.5e+009	87.1417	13.9687
2e+009	85.3565	18.0229
2.5e+009	83.4536	21.9126
3e+009	80.9807	25.3542
3.5e+009	78.2495	28.4786
4e+009	75.6298	31.3368
4.5e+009	72.5938	33.8008
5e+009	69.4556	35.7609
5.5e+009	66.5999	37.4985
6e+009	63.4612	38.8655
6.5e+009	60.4468	39.7858
7e+009	57.6904	40.6939
7.5e+009	54.8278	41.2238
8e+009	52.2549	41.4373
8.5e+009	49.9162	41.7718
9e+009	47.3671	41.77
9.5e+009	45.1443	41.5547
1e+010	43.1386	41.5327
1.05e+010	40.9497	41.1262
1.1e+010	39.1793	40.5908
1.15e+010	37.4847	40.3894
1.2e+010	35.6282	39.8521
1.25e+010	34.2049	39.0827
1.3e+010	32.835	38.8561
1.35e+010	31.2978	38.198
1.4e+010	30.2534	37.5159
1.45e+010	29.0555	37.2025
1.5e+010	27.6291	36.4901
1.55e+010	26.9317	35.712
1.6e+010	26.0183	35.5996
1.65e+010	24.6916	34.8566
1.7e+010	24.2195	34.0863
1.75e+010	23.4437	34.0339
1.8e+010	22.3057	33.2352
1.85e+010	22.0348	32.5595
1.9e+010	21.3292	32.5834
1.95e+010	20.2979	31.6313
2e+010	20.2543	31.0589
2.05e+010	19.4722	31.264
2.1e+010	18.72	30.231
2.15e+010	18.8614	29.8643
2.2e+010	17.8428	30.1054
2.25e+010	17.3376	28.8388
2.3e+010	17.7277	28.7553
2.35e+010	16.5485	29.0771
2.4e+010	16.2362	27.6563
2.45e+010	16.851	27.7602
2.5e+010	15.5378	27.8892
2.55e+010	15.4103	26.5959
2.6e+010	16.0492	26.9301
2.65e+010	14.6684	26.7264
