frequency	e'	e''
5e+008	80.4891	5.10408
1e+009	77.9264	8.61657
1.5e+009	77.3412	12.6952
2e+009	75.7634	16.4015
2.5e+009	74.1002	20.3585
3e+009	71.7292	23.6138
3.5e+009	69.0397	26.6983
4e+009	66.4908	29.3955
4.5e+009	63.5108	31.7465
5e+009	60.4208	33.595
5.5e+009	57.5923	35.2002
6e+009	54.4997	36.4149
6.5e+009	51.5323	37.2118
7e+009	48.7923	37.9422
7.5e+009	45.9901	38.2747
8e+009	43.5171	38.3408
8.5e+009	41.2467	38.4961
9e+009	38.8299	38.3148
9.5e+009	36.7505	37.9887
1e+010	34.851	37.8186
1.05e+010	32.83	37.2962
1.1e+010	31.1859	36.7105
1.15e+010	29.5811	36.3813
1.2e+010	27.8876	35.7594
1.25e+010	26.5766	35.0005
1.3e+010	25.2385	34.6364
1.35e+010	23.8324	33.9033
1.4e+010	22.8444	33.1933
1.45e+010	21.6946	32.7179
1.5e+010	20.4149	31.8966
1.55e+010	19.7593	31.0898
1.6e+010	18.8858	30.7327
1.65e+010	17.788	29.8398
1.7e+010	17.4028	29.0523
1.75e+010	16.7428	28.7544
1.8e+010	15.8858	27.8637
1.85e+010	15.7062	27.2177
1.9e+010	15.1622	27.0164
1.95e+010	14.459	26.0922
2e+010	14.4484	25.596
2.05e+010	13.8366	25.5798
2.1e+010	13.3397	24.6675
2.15e+010	13.4536	24.3535
2.2e+010	12.6595	24.3538
2.25e+010	12.3642	23.3205
2.3e+010	12.63	23.2423
2.35e+010	11.7227	23.2791
2.4e+010	11.5561	22.1851
2.45e+010	11.9904	22.2624
2.5e+010	11.0162	22.1367
2.55e+010	10.96	21.1646
2.6e+010	11.4067	21.3932
2.65e+010	10.3903	21.0283
