frequency	e'	e''
5e+008	86.6473	4.5739
1e+009	84.6148	7.02447
1.5e+009	83.9749	9.96849
2e+009	83.1003	12.8632
2.5e+009	82.1408	15.7733
3e+009	80.7648	18.4782
3.5e+009	79.2162	21.0501
4e+009	77.8104	23.5534
4.5e+009	76.0254	25.8627
5e+009	74.0289	27.8781
5.5e+009	72.2357	29.8565
6e+009	70.1286	31.6237
6.5e+009	67.9924	33.0419
7e+009	66.0275	34.4933
7.5e+009	63.8075	35.6406
8e+009	61.7391	36.5268
8.5e+009	59.8879	37.5367
9e+009	57.6828	38.2318
9.5e+009	55.6759	38.7304
1e+010	53.9012	39.4035
1.05e+010	51.7951	39.6735
1.1e+010	50.0239	39.7369
1.15e+010	48.3727	40.1573
1.2e+010	46.4474	40.219
1.25e+010	44.8293	39.9085
1.3e+010	43.3658	40.1934
1.35e+010	41.6531	40.0546
1.4e+010	40.4177	39.6982
1.45e+010	39.0319	39.7996
1.5e+010	37.3232	39.5068
1.55e+010	36.4354	38.9193
1.6e+010	35.319	39.1176
1.65e+010	33.6299	38.7004
1.7e+010	32.9641	38.0529
1.75e+010	32.0332	38.2847
1.8e+010	30.4984	37.6617
1.85e+010	30.0236	37.0078
1.9e+010	29.1726	37.2902
1.95e+010	27.7176	36.3516
2e+010	27.4872	35.7708
2.05e+010	26.4936	36.3218
2.1e+010	25.4566	35.1844
2.15e+010	25.4547	34.77
2.2e+010	24.0966	35.3498
2.25e+010	23.3764	33.9291
2.3e+010	23.7299	33.7459
2.35e+010	22.1073	34.3597
2.4e+010	21.6062	32.7785
2.45e+010	22.2669	32.8453
2.5e+010	20.5456	33.1857
2.55e+010	20.2913	31.6702
2.6e+010	20.9592	32.0203
2.65e+010	19.1218	31.8851
