frequency	e'	e''
5e+008	85.9666	5.39291
1e+009	83.2496	9.14529
1.5e+009	82.4509	13.3025
2e+009	80.7928	17.1754
2.5e+009	78.8997	21.0129
3e+009	76.5167	24.3352
3.5e+009	73.7958	27.3215
4e+009	71.2392	30.0511
4.5e+009	68.2702	32.395
5e+009	65.2116	34.2485
5.5e+009	62.4137	35.8849
6e+009	59.3444	37.1377
6.5e+009	56.4075	37.9651
7e+009	53.7217	38.7557
7.5e+009	50.9551	39.1754
8e+009	48.4917	39.3155
8.5e+009	46.2452	39.5611
9e+009	43.8189	39.4769
9.5e+009	41.7095	39.2281
1e+010	39.7998	39.1419
1.05e+010	37.7419	38.6986
1.1e+010	36.0625	38.1593
1.15e+010	34.4449	37.9035
1.2e+010	32.7139	37.3426
1.25e+010	31.3707	36.5936
1.3e+010	30.0578	36.3037
1.35e+010	28.6339	35.6443
1.4e+010	27.6494	34.972
1.45e+010	26.5193	34.602
1.5e+010	25.2079	33.884
1.55e+010	24.5576	33.1329
1.6e+010	23.7044	32.9359
1.65e+010	22.5085	32.1893
1.7e+010	22.0748	31.4601
1.75e+010	21.3788	31.3253
1.8e+010	20.3736	30.5433
1.85e+010	20.1231	29.9188
1.9e+010	19.5068	29.8622
1.95e+010	18.613	28.9611
2e+010	18.5553	28.4395
2.05e+010	17.8726	28.5656
2.1e+010	17.2308	27.6193
2.15e+010	17.3351	27.2773
2.2e+010	16.4383	27.4343
2.25e+010	16.0185	26.3069
2.3e+010	16.3371	26.2095
2.35e+010	15.3102	26.4277
2.4e+010	15.0385	25.1972
2.45e+010	15.5633	25.2702
2.5e+010	14.4415	25.304
2.55e+010	14.319	24.1891
2.6e+010	14.876	24.4515
2.65e+010	13.6876	24.2016
