frequency	e'	e''
5e+008	91.0931	5.68085
1e+009	88.2542	9.69053
1.5e+009	87.3512	14.0354
2e+009	85.5668	18.1148
2.5e+009	83.6252	22.0291
3e+009	81.1227	25.4937
3.5e+009	78.366	28.6149
4e+009	75.7431	31.4699
4.5e+009	72.7081	33.9468
5e+009	69.5659	35.9318
5.5e+009	66.6868	37.6924
6e+009	63.5201	39.0673
6.5e+009	60.476	40.002
7e+009	57.6909	40.9096
7.5e+009	54.8001	41.43
8e+009	52.2068	41.6379
8.5e+009	49.8457	41.9623
9e+009	47.282	41.9431
9.5e+009	45.0414	41.7251
1e+010	43.0196	41.6842
1.05e+010	40.8304	41.2679
1.1e+010	39.0463	40.724
1.15e+010	37.3383	40.5008
1.2e+010	35.4898	39.9526
1.25e+010	34.0527	39.1749
1.3e+010	32.6696	38.922
1.35e+010	31.1437	38.2654
1.4e+010	30.0956	37.5721
1.45e+010	28.8928	37.2336
1.5e+010	27.4772	36.5227
1.55e+010	26.7783	35.7435
1.6e+010	25.8595	35.5952
1.65e+010	24.547	34.8533
1.7e+010	24.0701	34.0894
1.75e+010	23.3072	34.0092
1.8e+010	22.1786	33.2082
1.85e+010	21.8944	32.5386
1.9e+010	21.2075	32.5328
1.95e+010	20.1894	31.5758
2e+010	20.1201	31.0072
2.05e+010	19.3544	31.1943
2.1e+010	18.6305	30.1662
2.15e+010	18.7415	29.7899
2.2e+010	17.7336	30.0091
2.25e+010	17.2606	28.7741
2.3e+010	17.6232	28.6646
2.35e+010	16.4603	28.9517
2.4e+010	16.1621	27.5919
2.45e+010	16.7514	27.6766
2.5e+010	15.4818	27.763
2.55e+010	15.3584	26.5299
2.6e+010	15.9726	26.8245
2.65e+010	14.6372	26.5883
