frequency	e'	e''
5e+008	90.6841	5.7254
1e+009	87.8905	9.66592
1.5e+009	87.0028	13.9641
2e+009	85.2122	18.0065
2.5e+009	83.3094	21.8993
3e+009	80.8322	25.3376
3.5e+009	78.0915	28.4573
4e+009	75.4696	31.3144
4.5e+009	72.4276	33.7685
5e+009	69.2873	35.7189
5.5e+009	66.4304	37.4444
6e+009	63.291	38.7982
6.5e+009	60.2794	39.7066
7e+009	57.5299	40.6035
7.5e+009	54.6716	41.1233
8e+009	52.1057	41.3279
8.5e+009	49.7751	41.6583
9e+009	47.2336	41.6477
9.5e+009	45.0217	41.4294
1e+010	43.0224	41.4057
1.05e+010	40.8436	40.996
1.1e+010	39.0781	40.458
1.15e+010	37.3922	40.2566
1.2e+010	35.5456	39.7167
1.25e+010	34.1294	38.9478
1.3e+010	32.7612	38.7201
1.35e+010	31.2325	38.0637
1.4e+010	30.1971	37.3819
1.45e+010	29.0051	37.0671
1.5e+010	27.5834	36.3583
1.55e+010	26.8933	35.5841
1.6e+010	25.9838	35.4712
1.65e+010	24.6624	34.7283
1.7e+010	24.1947	33.9633
1.75e+010	23.4247	33.9114
1.8e+010	22.29	33.1138
1.85e+010	22.0216	32.4411
1.9e+010	21.3218	32.469
1.95e+010	20.2945	31.5165
2e+010	20.2511	30.9475
2.05e+010	19.4742	31.1546
2.1e+010	18.726	30.124
2.15e+010	18.8693	29.7585
2.2e+010	17.8519	30.0023
2.25e+010	17.349	28.7397
2.3e+010	17.7423	28.6547
2.35e+010	16.5658	28.9795
2.4e+010	16.2546	27.5629
2.45e+010	16.8686	27.669
2.5e+010	15.5628	27.7989
2.55e+010	15.4361	26.5115
2.6e+010	16.0787	26.843
2.65e+010	14.7043	26.6403
