frequency	e'	e''
5e+008	86.4791	4.54339
1e+009	84.4534	6.94258
1.5e+009	83.8376	9.83996
2e+009	82.989	12.6834
2.5e+009	82.061	15.5628
3e+009	80.7162	18.2379
3.5e+009	79.2065	20.7835
4e+009	77.8353	23.2664
4.5e+009	76.0896	25.5626
5e+009	74.1337	27.5691
5.5e+009	72.3814	29.5453
6e+009	70.3126	31.3138
6.5e+009	68.2132	32.7397
7e+009	66.2787	34.2009
7.5e+009	64.0915	35.3624
8e+009	62.0521	36.2649
8.5e+009	60.2286	37.2949
9e+009	58.0467	38.0127
9.5e+009	56.0526	38.5345
1e+010	54.2977	39.2272
1.05e+010	52.2074	39.5264
1.1e+010	50.4435	39.6099
1.15e+010	48.799	40.0561
1.2e+010	46.8815	40.1439
1.25e+010	45.2636	39.8524
1.3e+010	43.8078	40.1645
1.35e+010	42.0896	40.0449
1.4e+010	40.8524	39.7051
1.45e+010	39.4691	39.8304
1.5e+010	37.7532	39.5562
1.55e+010	36.8541	38.9813
1.6e+010	35.7377	39.2009
1.65e+010	34.0377	38.8004
1.7e+010	33.3645	38.158
1.75e+010	32.429	38.4099
1.8e+010	30.8798	37.7993
1.85e+010	30.3999	37.1475
1.9e+010	29.5439	37.4499
1.95e+010	28.0696	36.5182
2e+010	27.8368	35.9376
2.05e+010	26.8369	36.5085
2.1e+010	25.7828	35.3741
2.15e+010	25.7783	34.9574
2.2e+010	24.4101	35.5576
2.25e+010	23.6748	34.131
2.3e+010	24.0313	33.9499
2.35e+010	22.3912	34.5869
2.4e+010	21.8786	32.9936
2.45e+010	22.5454	33.0604
2.5e+010	20.8033	33.4257
2.55e+010	20.5404	31.8904
2.6e+010	21.214	32.2478
2.65e+010	19.3562	32.1204
