frequency	e'	e''
5e+008	92.0266	6.22668
1e+009	88.8806	10.5312
1.5e+009	87.6891	15.1725
2e+009	85.7702	19.5306
2.5e+009	83.4349	23.6542
3e+009	80.6084	27.3068
3.5e+009	77.4813	30.49
4e+009	74.4586	33.3421
4.5e+009	71.1022	35.7546
5e+009	67.6612	37.5999
5.5e+009	64.4998	39.1968
6e+009	61.1124	40.3662
6.5e+009	57.8896	41.0717
7e+009	54.9712	41.7563
7.5e+009	51.9976	42.0171
8e+009	49.3469	42.0107
8.5e+009	46.9627	42.1219
9e+009	44.4198	41.8596
9.5e+009	42.1957	41.4773
1e+010	40.2133	41.2634
1.05e+010	38.1053	40.6661
1.1e+010	36.3869	40.0044
1.15e+010	34.7423	39.641
1.2e+010	33.0247	38.9664
1.25e+010	31.6694	38.1135
1.3e+010	30.3304	37.7298
1.35e+010	28.9464	37.0294
1.4e+010	27.9893	36.2928
1.45e+010	26.8448	35.841
1.5e+010	25.5546	35.104
1.55e+010	24.9551	34.3387
1.6e+010	24.0851	34.0635
1.65e+010	22.8805	33.2946
1.7e+010	22.4678	32.5993
1.75e+010	21.7882	32.419
1.8e+010	20.7672	31.5902
1.85e+010	20.5008	30.9934
1.9e+010	19.9087	30.8929
1.95e+010	19.0136	29.9063
2e+010	18.8952	29.4002
2.05e+010	18.1977	29.5271
2.1e+010	17.6298	28.5296
2.15e+010	17.6714	28.1667
2.2e+010	16.7327	28.3065
2.25e+010	16.4058	27.1959
2.3e+010	16.6934	27.0505
2.35e+010	15.5972	27.1964
2.4e+010	15.394	26.0513
2.45e+010	15.9022	26.1187
2.5e+010	14.8019	26.0637
2.55e+010	14.7201	25.0115
2.6e+010	15.2419	25.2485
2.65e+010	14.0654	24.8848
