frequency	e'	e''
5e+008	90.178	5.7024
1e+009	87.3795	9.6304
1.5e+009	86.4956	13.9032
2e+009	84.7193	17.9238
2.5e+009	82.8335	21.8126
3e+009	80.3724	25.2491
3.5e+009	77.6298	28.3734
4e+009	74.9986	31.225
4.5e+009	71.9378	33.6744
5e+009	68.7887	35.6121
5.5e+009	65.9161	37.3156
6e+009	62.7683	38.6441
6.5e+009	59.76	39.5278
7e+009	57.013	40.3969
7.5e+009	54.1631	40.89
8e+009	51.6088	41.074
8.5e+009	49.2879	41.3826
9e+009	46.7628	41.3482
9.5e+009	44.5619	41.1154
1e+010	42.5733	41.0739
1.05e+010	40.4151	40.648
1.1e+010	38.6643	40.0984
1.15e+010	36.9924	39.8798
1.2e+010	35.1701	39.3271
1.25e+010	33.771	38.5533
1.3e+010	32.4156	38.3103
1.35e+010	30.9118	37.6475
1.4e+010	29.8936	36.9625
1.45e+010	28.7147	36.634
1.5e+010	27.3216	35.9234
1.55e+010	26.6457	35.1522
1.6e+010	25.7506	35.0261
1.65e+010	24.4547	34.2829
1.7e+010	23.9968	33.5284
1.75e+010	23.2473	33.4635
1.8e+010	22.136	32.6707
1.85e+010	21.8712	32.0086
1.9e+010	21.1918	32.0229
1.95e+010	20.1882	31.078
2e+010	20.1403	30.5178
2.05e+010	19.3826	30.7166
2.1e+010	18.6606	29.699
2.15e+010	18.7945	29.3355
2.2e+010	17.8007	29.5709
2.25e+010	17.3208	28.334
2.3e+010	17.7027	28.2419
2.35e+010	16.5531	28.5525
2.4e+010	16.2509	27.1762
2.45e+010	16.8561	27.2742
2.5e+010	15.5871	27.3884
2.55e+010	15.4627	26.1384
2.6e+010	16.0955	26.4587
2.65e+010	14.7553	26.2471
