frequency	e'	e''
5e+008	91.1485	5.91953
1e+009	88.2253	9.79327
1.5e+009	86.9194	14.0668
2e+009	85.3367	18.1476
2.5e+009	83.4183	22.0511
3e+009	80.8625	25.5331
3.5e+009	78.0736	28.6574
4e+009	75.4156	31.512
4.5e+009	72.3803	33.9707
5e+009	69.2108	35.9184
5.5e+009	66.2897	37.663
6e+009	63.1243	39.0259
6.5e+009	60.0792	39.9219
7e+009	57.2764	40.7893
7.5e+009	54.3798	41.2688
8e+009	51.7987	41.4729
8.5e+009	49.4643	41.7653
9e+009	46.9073	41.6933
9.5e+009	44.6702	41.4807
1e+010	42.6746	41.4299
1.05e+010	40.5086	40.9801
1.1e+010	38.737	40.4349
1.15e+010	37.0503	40.2006
1.2e+010	35.2519	39.6401
1.25e+010	33.8225	38.8538
1.3e+010	32.429	38.5734
1.35e+010	30.9583	37.9444
1.4e+010	29.9388	37.2447
1.45e+010	28.7274	36.8687
1.5e+010	27.3443	36.1767
1.55e+010	26.6952	35.418
1.6e+010	25.7671	35.2006
1.65e+010	24.4584	34.4555
1.7e+010	24.0101	33.7531
1.75e+010	23.2779	33.6209
1.8e+010	22.1619	32.7905
1.85e+010	21.8665	32.1701
1.9e+010	21.2221	32.1172
1.95e+010	20.231	31.0981
2e+010	20.0986	30.5725
2.05e+010	19.3417	30.7542
2.1e+010	18.7035	29.701
2.15e+010	18.7409	29.3244
2.2e+010	17.723	29.5169
2.25e+010	17.3432	28.3303
2.3e+010	17.6418	28.1774
2.35e+010	16.4429	28.3714
2.4e+010	16.2077	27.1444
2.45e+010	16.7419	27.2189
2.5e+010	15.5264	27.1971
2.55e+010	15.4337	26.061
2.6e+010	15.9721	26.3193
2.65e+010	14.683	25.9696
