frequency	e'	e''
5e+008	91.3654	6.0067
1e+009	88.3878	9.98795
1.5e+009	87.0804	14.3345
2e+009	85.4533	18.4882
2.5e+009	83.4335	22.446
3e+009	80.7906	25.9694
3.5e+009	77.9351	29.1163
4e+009	75.1909	31.9709
4.5e+009	72.07	34.4167
5e+009	68.8331	36.349
5.5e+009	65.8564	38.0576
6e+009	62.6344	39.3772
6.5e+009	59.5408	40.2237
7e+009	56.7044	41.0492
7.5e+009	53.7876	41.4774
8e+009	51.1839	41.6263
8.5e+009	48.8321	41.8711
9e+009	46.2796	41.7577
9.5e+009	44.0449	41.4981
1e+010	42.0468	41.407
1.05e+010	39.8912	40.9214
1.1e+010	38.1366	40.3435
1.15e+010	36.4605	40.0797
1.2e+010	34.6754	39.4869
1.25e+010	33.2691	38.6804
1.3e+010	31.8903	38.377
1.35e+010	30.4357	37.7255
1.4e+010	29.4353	37.0149
1.45e+010	28.2409	36.6205
1.5e+010	26.8776	35.9127
1.55e+010	26.2417	35.1505
1.6e+010	25.3307	34.9237
1.65e+010	24.0467	34.1672
1.7e+010	23.6092	33.4636
1.75e+010	22.8876	33.3231
1.8e+010	21.7952	32.4895
1.85e+010	21.5102	31.8714
1.9e+010	20.8768	31.8098
1.95e+010	19.91	30.7963
2e+010	19.7865	30.2743
2.05e+010	19.0405	30.4432
2.1e+010	18.4158	29.3998
2.15e+010	18.4614	29.0285
2.2e+010	17.4617	29.2106
2.25e+010	17.0923	28.036
2.3e+010	17.3945	27.8889
2.35e+010	16.2161	28.0726
2.4e+010	15.987	26.8558
2.45e+010	16.523	26.9341
2.5e+010	15.3314	26.9118
2.55e+010	15.2404	25.7816
2.6e+010	15.782	26.0415
2.65e+010	14.513	25.6932
