frequency	e'	e''
5e+008	90.2112	5.56762
1e+009	87.5581	9.11161
1.5e+009	86.3725	13.0507
2e+009	84.9408	16.8546
2.5e+009	83.2968	20.5492
3e+009	81.085	23.8844
3.5e+009	78.6146	26.9108
4e+009	76.2497	29.7325
4.5e+009	73.5232	32.216
5e+009	70.6336	34.2367
5.5e+009	67.9593	36.0871
6e+009	65.007	37.5976
6.5e+009	62.1448	38.6658
7e+009	59.4995	39.711
7.5e+009	56.7132	40.3746
8e+009	54.2009	40.7624
8.5e+009	51.9287	41.2412
9e+009	49.4141	41.3537
9.5e+009	47.1758	41.3053
1e+010	45.177	41.4144
1.05e+010	42.987	41.125
1.1e+010	41.1777	40.7095
1.15e+010	39.4572	40.6101
1.2e+010	37.6003	40.1688
1.25e+010	36.1	39.4714
1.3e+010	34.6616	39.2922
1.35e+010	33.1173	38.7548
1.4e+010	32.0304	38.1134
1.45e+010	30.759	37.8154
1.5e+010	29.2922	37.1851
1.55e+010	28.5813	36.4502
1.6e+010	27.5942	36.2929
1.65e+010	26.1985	35.595
1.7e+010	25.6973	34.8995
1.75e+010	24.9123	34.8165
1.8e+010	23.7085	34.0061
1.85e+010	23.3676	33.3756
1.9e+010	22.6783	33.3632
1.95e+010	21.5955	32.3412
2e+010	21.4311	31.8031
2.05e+010	20.6205	32.0342
2.1e+010	19.9147	30.9519
2.15e+010	19.9291	30.5659
2.2e+010	18.8394	30.806
2.25e+010	18.4087	29.577
2.3e+010	18.7025	29.4102
2.35e+010	17.4216	29.6503
2.4e+010	17.1441	28.3731
2.45e+010	17.6862	28.4388
2.5e+010	16.3904	28.4575
2.55e+010	16.2676	27.2614
2.6e+010	16.8143	27.5239
2.65e+010	15.4425	27.1817
