frequency	e'	e''
5e+008	6.1599	0.720651
1e+009	4.38385	0.257443
1.5e+009	4.83953	0.252767
2e+009	4.848	0.199445
2.5e+009	4.90017	0.189077
3e+009	4.85057	0.152755
3.5e+009	4.79029	0.167128
4e+009	4.89341	0.192022
4.5e+009	4.73759	0.153966
5e+009	4.69083	0.151849
5.5e+009	4.79206	0.172301
6e+009	4.69041	0.15012
6.5e+009	4.67857	0.130744
7e+009	4.68162	0.135262
7.5e+009	4.60475	0.096643
8e+009	4.68418	0.0935579
8.5e+009	4.70079	0.105604
9e+009	4.60061	0.0760823
9.5e+009	4.66676	0.0927308
1e+010	4.66938	0.0931795
1.05e+010	4.60118	0.0630471
1.1e+010	4.63646	0.0653614
1.15e+010	4.58652	0.0523322
1.2e+010	4.50532	0.0378149
1.25e+010	4.60016	0.0472463
1.3e+010	4.55113	0.0365758
1.35e+010	4.47457	0.0185987
1.4e+010	4.54629	0.0338886
1.45e+010	4.50324	0.0263617
1.5e+010	4.38924	0.00566598
1.55e+010	4.5091	0.0162731
1.6e+010	4.46554	0.0345938
1.65e+010	4.32904	0.0111188
1.7e+010	4.44754	0.00948858
1.75e+010	4.40722	0.0204798
1.8e+010	4.29047	-0.000838257
1.85e+010	4.41927	0.0216163
1.9e+010	4.3536	0.00877917
1.95e+010	4.25997	-0.0185687
2e+010	4.41073	-0.0113036
2.05e+010	4.29948	0.00865906
2.1e+010	4.23534	-0.0283868
2.15e+010	4.43302	-0.0177111
2.2e+010	4.25819	0.00442904
2.25e+010	4.24922	-0.0460173
2.3e+010	4.46151	-0.0213329
2.35e+010	4.25182	0.00393272
2.4e+010	4.2511	-0.0444314
2.45e+010	4.53103	-0.00667818
2.5e+010	4.25236	-0.00956337
2.55e+010	4.29151	-0.0585748
2.6e+010	4.59707	-0.0196419
2.65e+010	4.26532	-0.0291148
