frequency	e'	e''
5e+008	82.5584	5.19089
1e+009	79.9518	8.78931
1.5e+009	79.2561	12.8924
2e+009	77.6648	16.6401
2.5e+009	75.8787	20.5288
3e+009	73.5357	23.787
3.5e+009	70.8302	26.7993
4e+009	68.3051	29.4902
4.5e+009	65.349	31.8165
5e+009	62.2944	33.6567
5.5e+009	59.4997	35.2659
6e+009	56.4313	36.4863
6.5e+009	53.499	37.2882
7e+009	50.8067	38.038
7.5e+009	48.0393	38.4035
8e+009	45.5912	38.4993
8.5e+009	43.3526	38.6951
9e+009	40.9515	38.5577
9.5e+009	38.8754	38.272
1e+010	36.9876	38.1415
1.05e+010	34.9677	37.665
1.1e+010	33.3188	37.1067
1.15e+010	31.7184	36.818
1.2e+010	30.0197	36.2334
1.25e+010	28.7003	35.4857
1.3e+010	27.3832	35.1615
1.35e+010	25.9748	34.4714
1.4e+010	24.9924	33.7871
1.45e+010	23.8541	33.3667
1.5e+010	22.5612	32.6008
1.55e+010	21.9079	31.8277
1.6e+010	21.0444	31.5452
1.65e+010	19.8969	30.7232
1.7e+010	19.4852	29.9661
1.75e+010	18.8084	29.7375
1.8e+010	17.8829	28.8934
1.85e+010	17.6678	28.2535
1.9e+010	17.0967	28.1128
1.95e+010	16.3124	27.195
2e+010	16.2779	26.683
2.05e+010	15.6445	26.726
2.1e+010	15.0876	25.801
2.15e+010	15.1978	25.4717
2.2e+010	14.3693	25.5401
2.25e+010	14.0194	24.4701
2.3e+010	14.3098	24.3786
2.35e+010	13.3615	24.4939
2.4e+010	13.1451	23.3458
2.45e+010	13.622	23.4201
2.5e+010	12.5934	23.3633
2.55e+010	12.504	22.335
2.6e+010	12.9999	22.5729
2.65e+010	11.9212	22.2578
